,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,-0.06533600402701566,1.6734762931590788,2.8504812193970657,-1.0388338378171436,1.6734762931590788,0.16253180685491536,1.1103304970185546,3.0033980401802722,3.14604033242722,0.8214777402708068,1.2929453424690238,-0.2815398431190987,1.0487981596834075,1.7326415320035353,0.1882206499029651,1.8748371197529905,1.3311500838035843,1.0742341973227685,2.3958368448597445,3.4812857384757505,2.198943965611664,1.5999205281567506,2.39121155513082,3.113634641754911,2.8557247002131723,3.6791853206865794,2.0783083841683494,3.078394390100875,2.6416720643521874,0.26309566447094396
