date,close,hs300
2019/4/29,3900.33 ,0.992425129
2019/4/26,3889.27 ,0.989610951
2019/4/25,3941.82 ,1.002982112
2019/4/24,4030.09 ,1.025442101
2019/4/23,4019.01 ,1.022622834
2019/4/22,4025.61 ,1.024302181
2019/4/19,4120.61 ,1.048474594
2019/4/18,4072.08 ,1.036126307
2019/4/17,4087.24 ,1.039983715
2019/4/16,4085.79 ,1.039614768
2019/4/15,3975.52 ,1.011556958
2019/4/12,3988.62 ,1.014890206
2019/4/11,3997.58 ,1.017170047
2019/4/10,4085.85 ,1.039630035
2019/4/9,4075.43 ,1.036978703
2019/4/8,4057.23 ,1.032347777
2019/4/4,4062.23 ,1.03362001
2019/4/3,4022.16 ,1.02342434
2019/4/2,3971.29 ,1.010480649
2019/4/1,3973.93 ,1.011152388
2019/3/29,3872.34 ,0.985303173
2019/3/28,3728.40 ,0.948678151
2019/3/27,3743.39 ,0.952492303
2019/3/26,3700.44 ,0.941563828
2019/3/25,3742.83 ,0.952349813
2019/3/22,3833.80 ,0.975496807
2019/3/21,3836.89 ,0.976283046
2019/3/20,3835.44 ,0.975914099
2019/3/19,3833.96 ,0.975537518
2019/3/18,3851.75 ,0.980064121
2019/3/15,3745.01 ,0.952904506
2019/3/14,3698.49 ,0.941067657
2019/3/13,3724.19 ,0.947606931
2019/3/12,3755.35 ,0.955535483
2019/3/11,3729.95 ,0.949072543
2019/3/8,3657.58 ,0.930658253
2019/3/7,3808.85 ,0.969148368
2019/3/6,3848.09 ,0.979132846
2019/3/5,3816.01 ,0.970970204
2019/3/4,3794.10 ,0.965395283
2019/3/1,3749.71 ,0.954100405
2019/2/28,3669.37 ,0.933658177
2019/2/27,3678.39 ,0.935953284
2019/2/26,3684.69 ,0.937556296
2019/2/25,3729.48 ,0.948952953
2019/2/22,3520.12 ,0.895682044
2019/2/21,3442.71 ,0.875985344
2019/2/20,3451.93 ,0.87833134
2019/2/19,3439.61 ,0.87519656
2019/2/18,3445.74 ,0.876756317
2019/2/15,3338.70 ,0.849520368
2019/2/14,3402.14 ,0.865662451
2019/2/13,3397.03 ,0.86436223
2019/2/12,3330.34 ,0.847393196
2019/2/11,3306.47 ,0.841319559
2019/2/1,3247.40 ,0.826289407
2019/1/31,3201.63 ,0.814643393
2019/1/30,3168.48 ,0.806208493
2019/1/29,3193.97 ,0.812694333
2019/1/28,3183.78 ,0.810101524
2019/1/25,3184.47 ,0.810277092
2019/1/24,3158.78 ,0.803740363
2019/1/23,3141.05 ,0.799229027
2019/1/22,3143.32 ,0.799806621
2019/1/21,3185.64 ,0.810574795
2019/1/18,3168.17 ,0.806129615
2019/1/17,3111.42 ,0.791689779
2019/1/16,3128.65 ,0.796073891
2019/1/15,3127.99 ,0.795905957
2019/1/14,3067.78 ,0.780585736
2019/1/11,3094.78 ,0.78745579
2019/1/10,3072.69 ,0.781835068
2019/1/9,3078.48 ,0.783308313
2019/1/8,3047.70 ,0.775476451
2019/1/7,3054.30 ,0.777155798
2019/1/4,3035.87 ,0.772466349
2019/1/3,2964.84 ,0.754393018
2019/1/2,2969.54 ,0.755588916
2018/12/28,3010.65 ,0.76604921
2018/12/27,2990.51 ,0.760924658
2018/12/26,3002.03 ,0.763855882
2018/12/25,3017.28 ,0.76773619
2018/12/24,3038.20 ,0.77305921
2018/12/21,3029.40 ,0.770820081
2018/12/20,3067.42 ,0.780494135
2018/12/19,3091.13 ,0.78652706
2018/12/18,3128.43 ,0.796017913
2018/12/17,3161.20 ,0.804356123
2018/12/14,3165.91 ,0.805554566
2018/12/13,3219.69 ,0.819238696
2018/12/12,3170.61 ,0.806750464
2018/12/11,3159.82 ,0.804004987
2018/12/10,3144.76 ,0.800173024
2018/12/7,3181.56 ,0.809536653
2018/12/6,3181.67 ,0.809564642
2018/12/5,3252.00 ,0.827459861
2018/12/4,3267.71 ,0.831457215
2018/12/3,3260.95 ,0.829737157
2018/11/30,3172.69 ,0.807279713
2018/11/29,3137.65 ,0.798363909
2018/11/28,3178.93 ,0.808867459
2018/11/27,3137.24 ,0.798259586
2018/11/26,3141.24 ,0.799277372
2018/11/23,3143.48 ,0.799847332
2018/11/22,3214.43 ,0.817900308
2018/11/21,3226.49 ,0.820968932
2018/11/20,3218.41 ,0.818913005
2018/11/19,3294.60 ,0.83829928
2018/11/16,3257.67 ,0.828902572
2018/11/15,3242.37 ,0.825009542
2018/11/14,3204.94 ,0.815485611
2018/11/13,3237.38 ,0.823739854
2018/11/12,3205.14 ,0.8155365
2018/11/9,3167.44 ,0.805943869
2018/11/8,3212.77 ,0.817477927
2018/11/7,3221.91 ,0.819803567
2018/11/6,3243.15 ,0.82520801
2018/11/5,3262.84 ,0.830218061
2018/11/2,3290.25 ,0.837192438
2018/11/1,3177.03 ,0.808384011
2018/10/31,3153.82 ,0.802478308
2018/10/30,3110.26 ,0.791394621
2018/10/29,3076.89 ,0.782903743
2018/10/26,3173.64 ,0.807521437
2018/10/25,3194.31 ,0.812780845
2018/10/24,3188.20 ,0.811226177
2018/10/23,3183.43 ,0.810012468
2018/10/22,3270.27 ,0.832108598
2018/10/19,3134.95 ,0.797676904
2018/10/18,3044.39 ,0.774634233
2018/10/17,3118.25 ,0.793427648
2018/10/16,3100.97 ,0.789030813
2018/10/15,3126.45 ,0.795514109
2018/10/12,3170.73 ,0.806780998
2018/10/11,3124.11 ,0.794918704
2018/10/10,3281.60 ,0.834991476
2018/10/9,3288.69 ,0.836795501
2018/10/8,3290.90 ,0.837357828
2018/9/28,3438.86 ,0.875005725
2018/9/27,3403.59 ,0.866031399
2018/9/26,3417.24 ,0.869504593
2018/9/25,3379.80 ,0.859978118
2018/9/21,3410.49 ,0.867787079
2018/9/20,3310.13 ,0.842250833
2018/9/19,3312.48 ,0.842848782
2018/9/18,3269.43 ,0.831894863
2018/9/17,3204.92 ,0.815480522
2018/9/14,3242.09 ,0.824938297
2018/9/13,3236.57 ,0.823533752
2018/9/12,3202.02 ,0.814742627
2018/9/11,3224.21 ,0.820388794
2018/9/10,3230.07 ,0.82187985
2018/9/7,3277.64 ,0.833983868
2018/9/6,3262.88 ,0.830228238
2018/9/5,3298.14 ,0.83920002
2018/9/4,3363.90 ,0.855932419
2018/9/3,3321.82 ,0.845225312
2018/8/31,3334.50 ,0.848451693
2018/8/30,3351.09 ,0.85267296
2018/8/29,3386.57 ,0.86170072
2018/8/28,3400.17 ,0.865161192
2018/8/27,3406.57 ,0.866789649
2018/8/24,3325.33 ,0.846118419
2018/8/23,3320.03 ,0.844769853
2018/8/22,3307.95 ,0.84169614
2018/8/21,3326.65 ,0.846454289
2018/8/20,3267.25 ,0.831340169
2018/8/17,3229.62 ,0.821765349
2018/8/16,3276.73 ,0.833752322
2018/8/15,3291.98 ,0.83763263
2018/8/14,3372.91 ,0.858224982
2018/8/13,3390.34 ,0.862659983
2018/8/10,3405.02 ,0.866395257
2018/8/9,3397.53 ,0.864489453
2018/8/8,3314.51 ,0.843365309
2018/8/7,3368.87 ,0.857197018
2018/8/6,3273.27 ,0.832871937
2018/8/3,3315.28 ,0.843561233
2018/8/2,3370.96 ,0.857728811
2018/8/1,3447.39 ,0.877176153
2018/7/31,3517.66 ,0.895056105
2018/7/30,3515.08 ,0.894399634
2018/7/27,3521.23 ,0.895964479
2018/7/26,3536.25 ,0.899786265
2018/7/25,3577.75 ,0.910345793
2018/7/24,3581.71 ,0.911353401
2018/7/23,3525.75 ,0.897114577
2018/7/20,3492.89 ,0.888753467
2018/7/19,3428.34 ,0.872328948
2018/7/18,3431.32 ,0.873087199
2018/7/17,3449.38 ,0.877682502
2018/7/16,3472.09 ,0.883460981
2018/7/13,3492.69 ,0.888702578
2018/7/12,3481.06 ,0.885743365
2018/7/11,3407.53 ,0.867033918
2018/7/10,3467.52 ,0.88229816
2018/7/9,3459.18 ,0.880176077
2018/7/6,3365.12 ,0.856242844
2018/7/5,3342.44 ,0.850471998
2018/7/4,3363.75 ,0.855894252
2018/7/3,3409.28 ,0.867479199
2018/7/2,3407.96 ,0.86714333
2018/6/29,3510.98 ,0.893356403
2018/6/28,3423.53 ,0.871105061
2018/6/27,3459.26 ,0.880196433
2018/6/26,3531.11 ,0.89847841
2018/6/25,3560.48 ,0.905951503
2018/6/22,3608.90 ,0.9182718
2018/6/21,3592.97 ,0.914218468
2018/6/20,3635.44 ,0.925024809
2018/6/19,3621.12 ,0.921381135
2018/6/15,3753.43 ,0.955046945
2018/6/14,3773.37 ,0.960120608
2018/6/13,3788.34 ,0.963929671
2018/6/12,3825.95 ,0.973499402
2018/6/11,3779.98 ,0.961802499
2018/6/8,3779.62 ,0.961710898
2018/6/7,3831.01 ,0.974786901
2018/6/6,3837.35 ,0.976400092
2018/6/5,3845.32 ,0.97842803
2018/6/4,3807.58 ,0.968825221
2018/6/1,3770.59 ,0.959413246
2018/5/31,3802.38 ,0.967502099
2018/5/30,3723.37 ,0.947398285
2018/5/29,3804.01 ,0.967916847
2018/5/28,3833.26 ,0.975359406
2018/5/25,3816.50 ,0.971094883
2018/5/24,3827.22 ,0.973822549
2018/5/23,3854.58 ,0.980784204
2018/5/22,3906.21 ,0.993921274
2018/5/21,3921.24 ,0.997745604
2018/5/18,3903.06 ,0.993119768
2018/5/17,3864.05 ,0.983193812
2018/5/16,3892.84 ,0.990519325
2018/5/15,3924.10 ,0.998473321
2018/5/14,3909.29 ,0.994704969
2018/5/11,3872.84 ,0.985430396
2018/5/10,3893.06 ,0.990575303
2018/5/9,3871.62 ,0.985119972
2018/5/8,3878.68 ,0.986916363
2018/5/7,3834.19 ,0.975596041
2018/5/4,3774.60 ,0.960433577
2018/5/3,3793.00 ,0.965115391
2018/5/2,3763.65 ,0.957647388
2018/4/27,3756.88 ,0.955924786
2018/4/26,3755.49 ,0.955571105
2018/4/25,3828.70 ,0.97419913
2018/4/24,3843.49 ,0.977962393
2018/4/23,3766.33 ,0.958329305
2018/4/20,3760.85 ,0.956934938
2018/4/19,3811.84 ,0.969909163
2018/4/18,3766.28 ,0.958316582
2018/4/17,3748.64 ,0.953828147
2018/4/16,3808.86 ,0.969150912
2018/4/13,3871.14 ,0.984997837
2018/4/12,3898.64 ,0.991995115
2018/4/11,3938.34 ,1.002096639
2018/4/10,3927.17 ,0.999254472
2018/4/9,3852.93 ,0.980364367
2018/4/4,3854.86 ,0.980855449
2018/4/3,3862.48 ,0.982794331
2018/4/2,3886.92 ,0.989013002
2018/3/30,3898.50 ,0.991959492
2018/3/29,3894.05 ,0.990827205
2018/3/28,3842.72 ,0.977766469
2018/3/27,3913.27 ,0.995717666
2018/3/26,3879.89 ,0.987224244
2018/3/23,3904.94 ,0.993598127
2018/3/22,4020.35 ,1.022963792
2018/3/21,4061.05 ,1.033319763
2018/3/20,4077.70 ,1.037556296
2018/3/19,4074.25 ,1.036678456
2018/3/16,4056.42 ,1.032141676
2018/3/15,4096.16 ,1.042253378
2018/3/14,4073.34 ,1.03644691
2018/3/13,4091.25 ,1.041004046
2018/3/12,4127.67 ,1.050270985
2018/3/9,4108.87 ,1.045487392
2018/3/8,4077.60 ,1.037530852
2018/3/7,4036.65 ,1.027111269
2018/3/6,4066.56 ,1.034721763
2018/3/5,4018.10 ,1.022391288
2018/3/2,4016.46 ,1.021973996
2018/3/1,4049.09 ,1.030276583
2018/2/28,4023.64 ,1.023800921
2018/2/27,4058.98 ,1.032793059
2018/2/26,4118.42 ,1.047917356
2018/2/23,4071.09 ,1.035874405
2018/2/22,4052.73 ,1.031202768
2018/2/14,3966.96 ,1.009378896
2018/2/13,3935.63 ,1.001407089
2018/2/12,3890.10 ,0.989822142
2018/2/9,3840.65 ,0.977239765
2018/2/8,4012.05 ,1.020851887
2018/2/7,4050.50 ,1.030635353
2018/2/6,4148.89 ,1.055670339
2018/2/5,4274.15 ,1.087542302
2018/2/2,4271.23 ,1.086799318
2018/2/1,4245.90 ,1.080354189
2018/1/31,4275.90 ,1.087987583
2018/1/30,4256.10 ,1.082949543
2018/1/29,4302.02 ,1.094633724
2018/1/26,4381.30 ,1.114806239
2018/1/25,4365.08 ,1.110679118
2018/1/24,4389.89 ,1.116991934
2018/1/23,4382.61 ,1.115139564
2018/1/22,4336.60 ,1.103432483
2018/1/19,4285.40 ,1.090404824
2018/1/18,4271.42 ,1.086847663
2018/1/17,4248.12 ,1.080919061
2018/1/16,4258.47 ,1.083552581
2018/1/15,4225.24 ,1.075097326
2018/1/12,4225.00 ,1.075036259
2018/1/11,4205.59 ,1.070097453
2018/1/10,4207.81 ,1.070662324
2018/1/9,4189.30 ,1.06595252
2018/1/8,4160.16 ,1.058537951
2018/1/5,4138.75 ,1.053090252
2018/1/4,4128.81 ,1.050561054
2018/1/3,4111.39 ,1.046128597
2018/1/2,4087.40 ,1.040024427
2017/12/29,4030.85 ,1.02563548
2017/12/28,4018.90 ,1.022594845
2017/12/27,3991.21 ,1.015549223
2017/12/26,4053.62 ,1.031429226
2017/12/25,4041.54 ,1.028355513
2017/12/22,4054.60 ,1.031678583
2017/12/21,4067.85 ,1.035049999
2017/12/20,4030.49 ,1.025543879
2017/12/19,4035.33 ,1.0267754
2017/12/18,3985.29 ,1.0140429
2017/12/15,3980.86 ,1.012915702
2017/12/14,4026.15 ,1.024439582
2017/12/13,4050.09 ,1.03053103
2017/12/12,4016.02 ,1.021862039
2017/12/11,4069.50 ,1.035469835
2017/12/8,4003.38 ,1.018645836
2017/12/7,3971.06 ,1.010422127
2017/12/6,4015.82 ,1.02181115
2017/12/5,4040.17 ,1.028006921
2017/12/4,4018.86 ,1.022584667
2017/12/1,3998.14 ,1.017312537
2017/11/30,4006.10 ,1.01933793
2017/11/29,4053.75 ,1.031462304
2017/11/28,4055.82 ,1.031989008
2017/11/27,4049.95 ,1.030495407
2017/11/24,4104.20 ,1.044299127
2017/11/23,4102.40 ,1.043841124
2017/11/22,4227.57 ,1.075690186
2017/11/21,4217.70 ,1.0731788
2017/11/20,4143.83 ,1.05438284
2017/11/17,4120.85 ,1.048535661
2017/11/16,4105.01 ,1.044505229
2017/11/15,4073.67 ,1.036530877
2017/11/14,4099.35 ,1.043065062
2017/11/13,4128.07 ,1.050372764
2017/11/10,4111.91 ,1.046260909
2017/11/9,4075.90 ,1.037098293
2017/11/8,4048.01 ,1.030001781
2017/11/7,4054.25 ,1.031589527
2017/11/6,4020.89 ,1.023101193
2017/11/3,3992.70 ,1.015928348
2017/11/2,3997.13 ,1.017055546
2017/11/1,3996.62 ,1.016925778
2017/10/31,4006.72 ,1.019495687
2017/10/30,4009.72 ,1.020259026
2017/10/27,4021.97 ,1.023375996
2017/10/26,3993.58 ,1.016152261
2017/10/25,3976.95 ,1.011920816
2017/10/24,3959.40 ,1.007455281
2017/10/23,3930.80 ,1.000178113
2017/10/20,3926.85 ,0.999173049
2017/10/19,3931.25 ,1.000292613
2017/10/18,3944.16 ,1.003577517
2017/10/17,3913.07 ,0.995666777
2017/10/16,3913.45 ,0.995763467
2017/10/13,3921.00 ,0.997684537
2017/10/12,3912.95 ,0.995636243
2017/10/11,3902.69 ,0.993025623
2017/10/10,3889.86 ,0.989761075
2017/10/9,3882.21 ,0.987814559
2017/9/29,3836.50 ,0.976183812
2017/9/28,3822.54 ,0.97263174
2017/9/27,3821.20 ,0.972290781
2017/9/26,3820.78 ,0.972183914
2017/9/25,3817.79 ,0.971423119
2017/9/22,3837.73 ,0.976496781
2017/9/21,3837.82 ,0.976519681
2017/9/20,3842.44 ,0.977695224
2017/9/19,3832.12 ,0.975069337
2017/9/18,3843.14 ,0.977873337
2017/9/15,3831.30 ,0.974860691
2017/9/14,3829.96 ,0.974519732
2017/9/13,3842.61 ,0.97773848
2017/9/12,3837.93 ,0.976547671
2017/9/11,3825.65 ,0.973423068
2017/9/8,3825.99 ,0.97350958
2017/9/7,3829.87 ,0.974496832
2017/9/6,3849.45 ,0.979478894
2017/9/5,3857.05 ,0.981412687
2017/9/4,3845.62 ,0.978504364
2017/9/1,3830.54 ,0.974667311
2017/8/31,3822.09 ,0.972517239
2017/8/30,3834.30 ,0.97562403
2017/8/29,3834.54 ,0.975685097
2017/8/28,3842.71 ,0.977763925
2017/8/25,3795.75 ,0.965815119
2017/8/24,3734.65 ,0.950268441
2017/8/23,3756.09 ,0.955723773
2017/8/22,3752.30 ,0.954759421
2017/8/21,3740.99 ,0.951881632
2017/8/18,3724.68 ,0.94773161
2017/8/17,3721.28 ,0.946866492
2017/8/16,3701.42 ,0.941813185
2017/8/15,3706.06 ,0.942993817
2017/8/14,3694.68 ,0.940098216
2017/8/11,3647.35 ,0.928055266
2017/8/10,3715.92 ,0.945502659
2017/8/9,3731.04 ,0.949349889
2017/8/8,3732.21 ,0.949647592
2017/8/7,3726.80 ,0.948271036
2017/8/4,3707.58 ,0.943380576
2017/8/3,3727.83 ,0.948533116
2017/8/2,3760.85 ,0.956934938
2017/8/1,3770.38 ,0.959359813
2017/7/31,3737.87 ,0.951087759
2017/7/28,3721.89 ,0.947021704
2017/7/27,3712.20 ,0.944556118
2017/7/26,3705.39 ,0.942823338
2017/7/25,3719.56 ,0.946428844
2017/7/24,3743.47 ,0.952512659
2017/7/21,3728.60 ,0.94872904
2017/7/20,3747.88 ,0.953634768
2017/7/19,3729.75 ,0.949021653
2017/7/18,3667.18 ,0.933100939
2017/7/17,3663.56 ,0.932179843
2017/7/14,3703.09 ,0.942238111
2017/7/13,3686.92 ,0.938123712
2017/7/12,3658.82 ,0.930973767
2017/7/11,3670.81 ,0.93402458
2017/7/10,3653.69 ,0.929668456
2017/7/7,3655.93 ,0.930238416
2017/7/6,3660.10 ,0.931299458
2017/7/5,3659.68 ,0.931192591
2017/7/4,3619.98 ,0.921091066
2017/7/3,3650.85 ,0.928945828
2017/6/30,3666.80 ,0.933004249
2017/6/29,3668.83 ,0.933520776
2017/6/28,3646.17 ,0.927755019
2017/6/27,3674.72 ,0.935019465
2017/6/26,3668.09 ,0.933332485
2017/6/23,3622.88 ,0.921828961
2017/6/22,3590.34 ,0.913549274
2017/6/21,3587.96 ,0.912943691
2017/6/20,3546.49 ,0.902391797
2017/6/19,3553.67 ,0.904218722
2017/6/16,3518.76 ,0.895335997
2017/6/15,3528.79 ,0.897888094
2017/6/14,3535.30 ,0.899544541
2017/6/13,3582.27 ,0.911495891
2017/6/12,3574.39 ,0.909490853
2017/6/9,3576.17 ,0.909943767
2017/6/8,3560.98 ,0.906078726
2017/6/7,3533.87 ,0.899180682
2017/6/6,3492.88 ,0.888750922
2017/6/5,3468.75 ,0.882611129
2017/6/2,3486.51 ,0.887130098
2017/6/1,3497.74 ,0.889987532
2017/5/31,3492.89 ,0.888753467
2017/5/26,3480.44 ,0.885585609
2017/5/25,3485.66 ,0.886913819
2017/5/24,3424.17 ,0.871267907
2017/5/23,3424.19 ,0.871272996
2017/5/22,3411.24 ,0.867977914
2017/5/19,3403.85 ,0.866097555
2017/5/18,3398.11 ,0.864637032
2017/5/17,3409.97 ,0.867654767
2017/5/16,3428.65 ,0.872407827
2017/5/15,3399.19 ,0.864911834
2017/5/12,3385.38 ,0.861397929
2017/5/11,3356.65 ,0.854087682
2017/5/10,3337.70 ,0.849265922
2017/5/9,3352.53 ,0.853039363
2017/5/8,3358.81 ,0.854637287
2017/5/5,3382.55 ,0.860677845
2017/5/4,3404.39 ,0.866234956
2017/5/3,3413.13 ,0.868458818
2017/5/2,3426.58 ,0.871881123
2017/4/28,3439.75 ,0.875232182
2017/4/27,3446.72 ,0.877005674
2017/4/26,3445.18 ,0.876613827
2017/4/25,3440.97 ,0.875542607
2017/4/24,3431.26 ,0.873071932
2017/4/21,3466.79 ,0.882112414
2017/4/20,3461.55 ,0.880779115
2017/4/19,3445.88 ,0.876791939
2017/4/18,3462.74 ,0.881081906
2017/4/17,3479.94 ,0.885458385
2017/4/14,3486.51 ,0.887130098
2017/4/13,3514.57 ,0.894269866
2017/4/12,3509.44 ,0.892964556
2017/4/11,3517.33 ,0.894972138
2017/4/10,3505.14 ,0.891870436
2017/4/7,3517.46 ,0.895005216
2017/4/6,3514.05 ,0.894137554
2017/4/5,3503.89 ,0.891552378
2017/3/31,3456.05 ,0.87937966
2017/3/30,3436.76 ,0.874471387
2017/3/29,3465.19 ,0.8817053
2017/3/28,3469.81 ,0.882880843
2017/3/27,3478.04 ,0.884974937
2017/3/24,3489.60 ,0.887916338
2017/3/23,3461.98 ,0.880888527
2017/3/22,3450.05 ,0.877852981
2017/3/21,3466.35 ,0.882000458
2017/3/20,3449.61 ,0.877741024
2017/3/17,3445.81 ,0.876774128
2017/3/16,3481.51 ,0.885857866
2017/3/15,3463.64 ,0.881310908
2017/3/14,3456.69 ,0.879542505
2017/3/13,3458.10 ,0.879901275
2017/3/10,3427.89 ,0.872214447
2017/3/9,3426.94 ,0.871972723
2017/3/8,3448.73 ,0.877517112
2017/3/7,3453.96 ,0.878847866
2017/3/6,3446.48 ,0.876944607
2017/3/3,3427.86 ,0.872206814
2017/3/2,3435.10 ,0.874049006
2017/3/1,3458.44 ,0.879987787
2017/2/28,3452.81 ,0.878555253
2017/2/27,3446.22 ,0.876878451
2017/2/24,3473.85 ,0.883908806
2017/2/23,3473.32 ,0.88377395
2017/2/22,3489.76 ,0.887957049
2017/2/21,3482.82 ,0.886191191
2017/2/20,3471.39 ,0.883282868
2017/2/17,3421.44 ,0.870573268
2017/2/16,3440.93 ,0.875532429
2017/2/15,3421.71 ,0.870641968
2017/2/14,3435.80 ,0.874227119
2017/2/13,3436.28 ,0.874349253
2017/2/10,3413.49 ,0.868550419
2017/2/9,3396.29 ,0.86417394
2017/2/8,3383.29 ,0.860866136
2017/2/7,3365.69 ,0.856387878
2017/2/6,3373.21 ,0.858301315
2017/2/3,3364.49 ,0.856082542
2017/1/26,3387.96 ,0.862054401
2017/1/25,3375.90 ,0.858985776
2017/1/24,3364.45 ,0.856072365
2017/1/23,3364.08 ,0.855978219
2017/1/20,3354.89 ,0.853639856
2017/1/19,3329.29 ,0.847126027
2017/1/18,3339.37 ,0.849690848
2017/1/17,3326.36 ,0.846380499
2017/1/16,3319.45 ,0.844622274
2017/1/13,3319.91 ,0.84473932
2017/1/12,3317.62 ,0.844156637
2017/1/11,3334.50 ,0.848451693
2017/1/10,3358.27 ,0.854499885
2017/1/9,3363.90 ,0.855932419
2017/1/6,3347.67 ,0.851802753
2017/1/5,3367.79 ,0.856922216
2017/1/4,3368.31 ,0.857054528
2017/1/3,3342.23 ,0.850418564
2016/12/30,3310.08 ,0.842238111
2016/12/29,3297.77 ,0.839105875
2016/12/28,3301.89 ,0.840154195
2016/12/27,3316.39 ,0.843843668
2016/12/26,3322.40 ,0.845372891
2016/12/23,3307.60 ,0.841607084
2016/12/22,3335.67 ,0.848749396
2016/12/21,3338.54 ,0.849479657
2016/12/20,3309.06 ,0.841978576
2016/12/19,3328.98 ,0.847047149
2016/12/16,3346.03 ,0.851385461
2016/12/15,3340.43 ,0.849960561
2016/12/14,3378.95 ,0.859761838
2016/12/13,3405.04 ,0.866400346
2016/12/12,3409.18 ,0.867453754
2016/12/9,3493.70 ,0.888959568
2016/12/8,3470.14 ,0.88296481
2016/12/7,3475.75 ,0.884392255
2016/12/6,3459.15 ,0.880168444
2016/12/5,3469.41 ,0.882779064
2016/12/2,3528.96 ,0.89793135
2016/12/1,3565.04 ,0.907111778
2016/11/30,3538.00 ,0.900231546
2016/11/29,3564.04 ,0.906857332
2016/11/28,3535.08 ,0.899488563
2016/11/25,3521.30 ,0.895982291
2016/11/24,3488.74 ,0.887697514
2016/11/23,3474.73 ,0.884132719
2016/11/22,3468.36 ,0.882511895
2016/11/21,3441.11 ,0.87557823
2016/11/18,3417.46 ,0.869560571
2016/11/17,3436.54 ,0.874415409
2016/11/16,3429.59 ,0.872647006
2016/11/15,3429.87 ,0.872718251
2016/11/14,3430.25 ,0.872814941
2016/11/11,3417.22 ,0.869499504
2016/11/10,3390.61 ,0.862728684
2016/11/9,3353.06 ,0.853174219
2016/11/8,3371.12 ,0.857769522
2016/11/7,3356.59 ,0.854072415
2016/11/4,3354.18 ,0.8534592
