,20,21,22,23
0,-0.029211079782189394,-0.35583967752568946,0.3182773087643089,-0.00400942353035169
1,-0.029029861285991027,-0.3558395388161901,0.3182773087643089,-0.004009495595135965
2,-0.029391435309653505,-0.37722794230594703,0.3182773087643089,-0.0037813543316310193
3,0.06920452355288287,-0.3932527450279976,0.14779239388211718,-0.047469789993625784
4,-0.02516070834627209,-2.910988539001482,-1.5868843693711188,-0.24091593188000182
5,-0.20966898954733876,-0.06714604399911024,-0.09809712894785522,0.10599466931161
6,-0.7939868002228636,-0.6901624891207735,-0.7385130198518011,-0.5011924825877248
7,-0.1429726387366209,0.05841645225799501,-0.09916121165326523,0.11797937760169593
8,-0.1983237355050671,-0.17184584964412228,-0.07013167819761228,0.1495189573602624
9,-0.119103269224047,-0.48085538377701,0.2691359175358273,-0.2645946365850642
10,-0.10028545793388476,-0.45554450446229316,0.29654069698298113,-0.21716965686391615
11,0.18459247923071304,-0.28320691660828556,0.09913608522926169,0.06381984813995775
12,0.09942651023312613,-0.2157913528556419,0.10319134160856486,-0.06304055224044272
13,0.18479927026348344,-0.3634943687511765,0.102900174245557,0.09469465202657475
14,-0.1451912643339814,-0.4149841001566393,0.2608785660842605,-0.2611110953974113
15,-0.038122823946643375,-0.43386409956392424,0.25229271626240274,-0.1322875522103761
16,0.14993579629379253,-0.4319591709611326,0.07249837906835084,0.07520122188719608
17,-0.025046158363382476,-0.2927668143115083,0.1905055148276008,-0.22662631406913414
