date,zx_1,zx_2,zx_3,hs300,zhongzhai10,nh_gyp,nh_ncp,nh_js,nh_nh,zz500,zz1000,sz50,hs300_cz,hs301_jz,zz500_cz,zz501_jz,300zq,300fz
2018/7/24,3762.7803,3765.0915,3772.4568,3581.7057,156.9717,2075.62,814.42,2725.63,1333.63,5304.641,5672.2217,2563.5835,4088.816,4574.7766,6110.9631,7810.574,3362.8926,4093.4635
2018/7/23,3686.2129,3688.4771,3695.2271,3525.7503,157.3479,2069.75,813.35,2729.08,1325.07,5214.0038,5582.307,2526.8127,4028.5315,4507.9175,6017.6905,7641.2382,3318.3276,4020.5902
2018/7/20,3651.3648,3653.6076,3658.3356,3492.8938,157.3502,2060.85,815.42,2708.6,1326.04,5175.2516,5541.2117,2493.765,4002.5359,4439.2272,5979.3471,7556.8626,3264.1412,4009.1605
2018/7/19,3609.8164,3612.0337,3616.7047,3428.343,157.8921,2047.07,817.78,2696.2,1315.52,5111.3271,5480.7672,2426.1628,3932.1005,4328.1333,5912.0186,7472.9784,3164.8463,3978.6901
2018/7/18,3651.0411,3653.2837,3656.1924,3431.3227,157.6688,2035.3,815.66,2678.66,1309.57,5156.6363,5544.5186,2420.7591,3917.6767,4315.7236,5959.5114,7499.0209,3161.4877,3988.9862
2018/7/17,3672.1901,3674.4457,3678.0679,3449.3773,157.5396,2036.14,815.46,2681.69,1310.48,5196.1969,5575.474,2430.4445,3940.3426,4334.1801,6024.9094,7532.9366,3181.1637,4006.571
2018/7/16,3631.6513,3633.882,3636.0915,3472.0859,157.4878,2041.89,811.42,2687.24,1313.6,5195.2002,5566.9595,2448.765,3965.0067,4363.2649,6035.6826,7561.295,3194.2333,4041.7529
2018/7/13,3634.2261,3636.4584,3638.4866,3492.6897,157.3344,2045.87,809.37,2691.97,1316.14,5204.1855,5561.6853,2476.8642,3987.8454,4418.9674,6057.0889,7590.1955,3238.9989,4036.872
2018/7/12,3636.3326,3638.5662,3641.2108,3481.0559,157.0739,2061.08,813.06,2711.87,1328.57,5172.5032,5541.3602,2474.6247,3960.0975,4423.3501,6010.9014,7553.9641,3248.2814,4000.9795
2018/7/11,3564.8872,3567.0769,3569.4351,3407.5297,157.1321,2040.13,813.97,2662.19,1326.66,5036.1565,5396.312,2432.2785,3884.5068,4356.6751,5847.2225,7384.0785,3192.3064,3902.3417
2018/7/10,3657.8151,3660.0619,3659.148,3467.5155,156.7943,2053.07,817.82,2695.4,1324.81,5136.5326,5524.8023,2471.2299,3941.6736,4431.0518,5946.119,7497.5467,3254.5546,3964.271
2018/7/9,3627.136,3629.364,3626.67,3459.1837,156.8172,2053.31,826.28,2699.4,1325.47,5107.5507,5487.5489,2471.2851,3929.3105,4432.2073,5910.6376,7432.4622,3249.9104,3951.1939
2018/7/6,3574.7449,3576.9407,3575.7268,3365.1227,157.0045,2034.98,825.96,2671.34,1316,4996.6299,5374.5801,2402.617,3811.315,4305.4928,5757.2268,7244.8307,3159.9712,3845.5086
2018/7/5,3549.6485,3551.8289,3549.7843,3342.4379,157.1082,2036.66,828.27,2669.98,1319.41,4982.7627,5352.6601,2374.3553,3777.347,4273.225,5739.3526,7236.5863,3136.8903,3821.575
2018/7/4,3637.759,3639.9935,3637.412,3363.7473,157.0739,2051.79,829.4,2696.21,1327.48,5121.3436,5500.6654,2368.4251,3796.5844,4267.0998,5921.1523,7441.1434,3144.3476,3859.9649
2018/7/3,3695.9952,3698.2655,3695.2298,3409.2801,157.1552,2067.73,834.65,2727.3,1330.42,5197.1313,5601.5906,2388.9763,3869.7189,4313.4278,6014.0907,7535.1895,3170.2101,3930.8899
2018/7/2,3649.9833,3652.2254,3649.4901,3407.9638,157.3163,2072.29,835.15,2742.48,1330.13,5138.7826,5538.0924,2386.3765,3883.0133,4303.5801,5976.5661,7478.0402,3151.1282,3949.3419
2018/6/29,3700.554,3702.8272,3699.7383,3510.9845,157.2294,2087.83,836.75,2762.18,1341.3,5217.7643,5608.5358,2479.9115,4018.0438,4479.7626,6092.5973,7636.0841,3274.5357,4037.2484
2018/6/28,3613.5672,3615.787,3614.068,3423.5255,156.689,2062.65,832.73,2736.45,1322.75,5055.1093,5443.8491,2425.1758,3904.1342,4387.4771,5882.4485,7441.2805,3209.9612,3917.6759
2018/6/27,3652.5469,3654.7907,3651.0584,3459.2621,156.385,2043.46,834.57,2706.43,1312.34,5109.4975,5508.9152,2452.6386,3958.4974,4434.4683,5927.8809,7526.9009,3233.739,3969.4507
2018/6/26,3674.6422,3676.8996,3672.0134,3531.1112,156.1835,2034.01,827.75,2705.54,1302.25,5160.2829,5558.7138,2506.7166,4054.4509,4521.3377,5996.3552,7606.5511,3288.4175,4065.8594
2018/6/25,3651.2006,3653.4436,3650.0414,3560.4777,156.156,2044.07,824.84,2723.09,1308.29,5125.0333,5512.4331,2536.4599,4096.9776,4597.0259,5966.7311,7616.3938,3335.7399,4077.3371
2018/6/22,3664.5054,3666.7565,3663.1962,3608.9046,156.2012,2045.25,820.4,2730.49,1306.14,5160.1228,5541.3742,2583.708,4154.9119,4690.9536,6009.8416,7681.8502,3408.4088,4102.2674
2018/6/21,3609.3922,3611.6094,3609.6935,3592.965,156.0942,2043.53,822.31,2722.86,1307.12,5089.2522,5456.9105,2579.0517,4130.6129,4695.1237,5936.0267,7596.6842,3392.9016,4084.6555
2018/6/20,3697.0518,3699.3228,3698.0722,3635.4436,155.8539,2077.81,824.65,2764.97,1330.31,5198.3935,5588.27,2598.328,4169.852,4714.8604,6042.4154,7689.0299,3423.6518,4143.4197
2018/6/19,3715.5301,3717.8124,3716.2624,3621.1166,156.1215,2035.74,821.57,2713.17,1301.72,5141.7095,5522.5286,2599.7801,4131.3468,4726.1,5963.9927,7588.1452,3437.1776,4096.8715
2018/6/15,3996.8434,3999.2985,3994.1879,3753.4338,155.6928,2108.4514,828.0218,2812.4605,1347.1529,5483.9446,5928.0725,2667.9751,4271.7266,4830.3161,6305.1339,8108.518,3548.5858,4262.4417
2018/6/14,4090.439,4092.9516,4087.3167,3773.3655,155.3772,2107.1576,828.3615,2814.6922,1340.6839,5586.9314,6060.1287,2671.2975,4284.5871,4809.8615,6419.4745,8209.8458,3544.7455,4310.4481
2018/6/13,4112.9811,4115.5076,4106.5455,3788.3391,155.0573,2096.041,828.5103,2802.99,1334.7675,5607.0173,6092.3445,2671.6265,4304.7835,4812.7857,6437.4113,8234.8704,3534.2686,4355.0039
2018/6/12,4178.2992,4180.8658,4170.4708,3825.9534,154.894,2120.4503,828.7756,2818.3012,1358.9785,5693.3461,6199.1544,2687.7018,4343.1658,4828.8224,6524.3082,8333.3835,3555.2065,4414.0753
2018/6/11,4155.9595,4158.5124,4147.8682,3779.9818,155.1368,2103.975,830.0922,2806.9963,1340.9754,5632.3566,6151.9383,2660.4084,4288.4673,4783.4436,6460.4913,8216.1919,3528.6306,4342.9821
2018/6/8,4190.6821,4193.2563,4182.043,3779.6159,155.2416,2099.5082,828.0387,2794.495,1343.2157,5669.3031,6205.9557,2652.0823,4282.6812,4754.2167,6490.4704,8247.7451,3511.9386,4360.8493
2018/6/7,4258.5532,4261.1691,4253.4453,3831.0128,155.004,2110.17,843.64,2812.6,1349.49,5738.0176,6274.8838,2695.2374,4332.0374,4822.0598,6557.0835,8368.1687,3578.9453,4398.4631
2018/6/6,4282.7425,4285.3732,4277.082,3837.3511,155.0744,2094.05,845.46,2798.28,1335.6,5774.2575,6320.4738,2692.1807,4336.5923,4819.1435,6612.0634,8391.9604,3565.8164,4427.2022
2018/6/5,4289.5743,4292.2092,4285.4871,3845.3164,155.0686,2084.03,849.5,2764.04,1339.22,5779.0778,6316.419,2707.0168,4354.877,4839.3791,6629.6505,8408.1463,3578.6036,4430.3245
2018/6/4,4261.5961,4264.2138,4255.3362,3807.5781,155.1157,2076.64,856.5,2737.78,1342.26,5683.1486,6215.6085,2694.577,4301.4099,4812.5576,6516.895,8314.6619,3569.0002,4358.1013
2018/6/1,4265.971,4268.5914,4255.5951,3770.5891,155.4001,2085.89,855.64,2740.54,1351.63,5685.1155,6243.7318,2647.1867,4242.4739,4734.2634,6514.9118,8302.7853,3531.3684,4319.0991
2018/5/31,4296.9399,4299.5793,4285.5105,3802.3759,155.4428,2076.9,854.44,2733.1,1342.09,5754.4746,6315.1721,2658.2917,4287.2355,4756.8664,6588.5497,8386.3703,3533.6747,4386.446
2018/5/30,4264.9086,4267.5284,4256.496,3723.3724,155.5419,2055.94,856.9,2695.46,1333.3,5682.5881,6232.4157,2605.9005,4198.8059,4655.8327,6514.658,8238.9967,3479.5543,4273.5667
2018/5/29,4394.4144,4397.1138,4385.3722,3804.0093,155.4309,2074,858.55,2723.56,1343.66,5835.4456,6436.7725,2663.4034,4280.8787,4750.5411,6691.5444,8451.237,3576.616,4341.6698
2018/5/28,4414.1069,4416.8184,4404.7411,3833.2599,155.401,2045.76,850.35,2689.53,1322.92,5891.2627,6490.4048,2673.1985,4326.9096,4763.5932,6755.8587,8532.7746,3596.9933,4383.0803
2018/5/25,4458.396,4461.1347,4446.0628,3816.498,155.2739,2039.69,852.21,2684.11,1319.03,5917.7978,6541.4497,2661.2911,4290.4199,4741.0475,6798.3622,8536.944,3599.8628,4342.9647
2018/5/24,4503.5695,4506.336,4491.9805,3827.217,154.9356,2043.83,856.56,2685.8,1323.34,5992.6209,6628.5024,2665.6758,4298.6033,4742.5585,6914.6424,8603.164,3614.8984,4349.6145
2018/5/23,4510.8405,4513.6115,4498.6119,3854.5825,154.8945,2036.28,847.26,2675.55,1317.76,6013.8472,6652.2924,2683.6934,4336.6802,4778.5542,6962.0832,8640.9084,3636.093,4385.9562
2018/5/22,4556.0404,4558.8392,4543.6417,3906.2081,154.7103,2059.98,847.35,2677.75,1346.09,6092.9069,6724.3984,2728.0004,4400.6868,4847.4522,7067.8617,8785.1156,3696.4178,4431.6035
2018/5/21,4544.5977,4547.3894,4527.8955,3921.2421,154.5173,2076.84,848.2,2697.27,1358.78,6072.1991,6697.1442,2745.8041,4417.6468,4891.7441,7052.9167,8756.2026,3728.2778,4428.7967
2018/5/18,4492.4009,4495.1605,4473.0138,3903.0637,154.3561,2079.28,843.7,2723.72,1349.76,5995.1497,6620.7747,2740.5347,4398.2945,4885.3923,6956.6509,8646.6736,3716.7443,4401.788
2018/5/17,4448.3524,4451.085,4433.0893,3864.0507,154.3332,2076.94,839.69,2727.83,1345.05,5973.7785,6591.255,2700.8768,4353.4631,4824.8475,6927.0305,8596.4936,3664.4663,4374.8299
2018/5/16,4466.7082,4469.452,4453.4378,3892.8442,154.2861,2082.23,839.65,2726.5,1351.59,6004.0696,6622.6414,2716.7818,4391.9999,4854.3855,6964.0491,8619.6668,3689.1627,4410.3694
2018/5/15,4480.3058,4483.058,4465.8635,3924.0975,154.2966,2079.36,842.96,2731.27,1346.02,6020.5697,6661.1288,2750.8309,4426.0533,4906.8425,6982.3933,8639.7872,3737.8164,4424.3354
2018/5/14,4465.6469,4468.3901,4449.998,3909.2933,154.4102,2078.37,844.63,2731.49,1344.24,5967.5541,6591.7303,2753.5353,4409.087,4906.4737,6905.3279,8566.3018,3742.1015,4386.9328
2018/5/11,4474.4706,4477.2192,4459.8419,3872.8383,154.4129,2072.76,848.21,2718.22,1343.26,5991.3424,6636.7666,2724.7162,4352.1397,4856.5299,6946.2579,8576.2591,3716.3415,4335.7328
2018/5/10,4534.6111,4537.3967,4520.3203,3893.0565,154.2698,2050.19,852.73,2684.63,1329.97,6040.5716,6703.211,2729.4001,4362.1953,4867.3766,7004.5487,8634.3205,3722.0035,4373.8437
2018/5/9,4537.643,4540.4305,4524.7589,3871.6152,154.1302,2037.65,848.81,2673.99,1319.82,6029.2329,6674.9094,2717.2393,4328.8173,4853.4709,6995.7977,8587.9353,3708.8116,4341.5234
2018/5/8,4557.8316,4560.6315,4544.0264,3878.6767,154.2385,2060.3,846.38,2706.93,1332.99,6041.8143,6678.1447,2722.88,4334.5696,4858.6645,7017.0607,8608.8583,3719.4513,4345.077
2018/5/7,4514.4254,4517.1987,4497.7803,3834.1877,154.5755,2061.5,853.93,2700.26,1336.59,6019.1409,6646.5838,2683.8487,4270.6806,4784.7819,7004.4375,8564.5364,3668.3371,4304.7583
2018/5/4,4467.2189,4469.9632,4452.2092,3774.5981,154.6445,2047.97,854.76,2696.47,1320.99,5909.2944,6531.2928,2646.3548,4198.7052,4725.4846,6870.0677,8394.0771,3625.9489,4221.3826
2018/5/3,4491.6725,4494.4318,4475.1343,3793.0001,154.3756,2043.99,857.45,2703.66,1313.77,5910.6058,6545.2741,2663.9752,4229.2774,4756.6861,6883.6991,8375.3428,3647.2305,4237.9028
2018/5/2,4479.7363,4482.4883,4462.7381,3763.6461,154.1756,2047.58,855.92,2715.76,1312.21,5855.3233,6486.8143,2652.7311,4215.4734,4735.8134,6795.4413,8312.5149,3628.1061,4194.8536
2018/4/27,4505.7358,4508.5037,4485.7133,3756.8765,154.484,2012.85,849.95,2677.06,1284.84,5860.9836,6517.0541,2653.5436,4213.6019,4736.0344,6769.7274,8267.4788,3632.2001,4175.346
2018/4/26,4533.9436,4536.7288,4514.0175,3755.4941,154.5714,2013.07,851.4,2669.53,1289.1,5847.9766,6510.5343,2666.0239,4222.6746,4762.2912,6748.2135,8266.5181,3627.7409,4177.3271
2018/4/25,4652.3953,4655.2532,4632.7951,3828.7015,154.8246,2020.89,855.2,2678.33,1295.92,5959.422,6632.0186,2702.9802,4305.7689,4840.4287,6882.6505,8403.1549,3684.9821,4273.9369
2018/4/24,4660.633,4663.496,4641.2063,3843.4886,155.1107,2025.62,853.38,2681.4,1300.11,5957.1927,6606.5839,2722.8474,4326.2228,4881.3763,6871.8475,8420.6784,3720.5893,4266.3661
2018/4/23,4595.6275,4598.4506,4576.0581,3766.3257,155.0056,2032.77,857.64,2705.57,1300.03,5823.9205,6466.5186,2664.9175,4234.9283,4781.1458,6682.9613,8226.0398,3640.6174,4186.6568
2018/4/20,4622.8118,4625.6516,4603.3996,3760.8543,155.4713,1994.47,859.22,2657.16,1273.97,5880.8359,6535.9633,2647.3763,4226.6562,4755.8498,6770.8678,8239.7027,3624.4527,4192.8256
2018/4/19,4703.732,4706.6215,4681.9826,3811.843,155.5415,2033.14,857.1,2711.8,1298.56,6004.7334,6677.09,2682.5518,4264.7404,4800.7587,6914.8024,8435.4878,3673.1437,4250.176
2018/4/18,4666.0971,4668.9635,4641.9269,3766.282,155.5376,1986.36,857.33,2633.15,1272.64,5970.6577,6661.2913,2653.7691,4206.2758,4742.3113,6873.5336,8364.0678,3641.1814,4185.9254
2018/4/17,4648.2169,4651.0723,4625.4641,3748.6412,154.0386,1960.11,861.83,2599.01,1255.05,5890.8571,6564.6919,2635.7032,4194.9652,4717.9982,6778.988,8297.8166,3606.2779,4186.4241
2018/4/16,4736.0839,4738.9933,4716.5052,3808.863,153.9435,1944.64,858.55,2586.22,1242.64,6012.4053,6717.9311,2664.7045,4277.468,4764.897,6951.0177,8438.2563,3639.2258,4281.8245
2018/4/13,4761.3094,4764.2343,4741.66,3871.1443,153.3726,1965.75,864.72,2621.17,1254.95,6027.1867,6721.6629,2726.3956,4362.404,4880.215,7002.3514,8541.8213,3736.5168,4309.2793
2018/4/12,4790.563,4793.5059,4771.2486,3898.6354,153.2682,1955.49,860.88,2601.38,1250.25,6051.3346,6727.6447,2749.6986,4399.3328,4915.6373,7030.2852,8586.128,3766.0765,4336.4734
2018/4/11,4805.5251,4808.4772,4786.7558,3938.3434,153.1952,1961.97,867.58,2609.05,1254.38,6086.6126,6759.8118,2785.3386,4447.0474,4977.57,7069.0583,8653.6522,3817.1523,4366.3084
2018/4/10,4786.8815,4789.8221,4771.4461,3927.1729,153.0355,1972.34,869.48,2616.21,1263.95,6063.7423,6720.7737,2780.8036,4436.088,4953.4554,7040.3401,8608.9493,3802.6627,4358.0519
2018/4/9,4755.8539,4758.7754,4741.0371,3852.9292,153.1837,1927.32,875.93,2594.45,1255.11,6025.6493,6718.6493,2715.7318,4335.7316,4828.2724,6991.2164,8461.6061,3703.4684,4306.4328
2018/4/4,4772.983,4775.9151,4752.8822,3854.8625,152.7663,1914.14,864.89,2566.42,1251.47,6017.6863,6708.9219,2702.3692,4333.6905,4834.3028,6984.069,8489.1817,3690.5476,4325.2489
2018/4/3,4789.5365,4792.4788,4770.3674,3862.4796,152.5651,1924.93,857.01,2594.64,1256.47,6059.7089,6769.558,2697.272,4334.6459,4826.6397,7050.485,8522.3775,3708.1918,4322.1296
2018/4/2,4847.4529,4850.4308,4827.6479,3886.9189,152.7208,1929.81,857.14,2599.92,1263.66,6121.9642,6835.8746,2711.3735,4366.4145,4855.8644,7145.1459,8613.292,3732.38,4348.66
2018/3/30,4843.5887,4846.5642,4824.3835,3898.4977,152.6317,1921.33,851.55,2591.31,1255.28,6114.7382,6798.6684,2722.153,4405.0513,4893.7318,7153.2721,8631.5696,3742.6753,4362.542
2018/3/29,4813.9392,4816.8965,4795.367,3894.0498,152.5231,1898.69,838.5,2561.26,1239.73,6034.8572,6684.2753,2738.7906,4409.3005,4924.6942,7058.7762,8589.5058,3766.7673,4325.6022
2018/3/28,4759.756,4762.68,4740.8901,3842.7155,152.6265,1883.02,845.25,2531.3,1235.25,5973.3414,6635.8731,2694.8259,4366.7035,4821.5386,6992.5209,8440.6054,3696.2967,4292.0354
2018/3/27,4779.4497,4782.3858,4756.9825,3913.2689,152.6238,1901.55,846.82,2549.65,1250.94,6034.775,6680.8436,2747.5872,4459.9054,4904.7256,7068.6819,8560.7651,3747.907,4389.1506
2018/3/26,4669.9445,4672.8133,4647.5701,3879.893,152.7253,1884.59,851.59,2514.25,1248.35,5902.9588,6515.2508,2738.868,4431.4021,4896.457,6905.6247,8425.8209,3728.518,4337.5475
2018/3/23,4618.4492,4621.2864,4595.942,3904.9355,152.6968,1898.76,847.36,2534.28,1254.88,5787.1523,6402.8929,2791.4674,4459.0216,5004.6666,6783.1027,8322.7217,3789.8467,4323.5646
2018/3/22,4913.9041,4916.9228,4892.4909,4020.349,152.2779,1970.1,845.53,2646.78,1298.88,6101.2276,6764.6898,2866.6702,4589.622,5118.7988,7140.8715,8784.2759,3909.5654,4442.6688
2018/3/21,4921.5399,4924.5633,4900.457,4061.0502,152.1079,1963.54,844.26,2627.75,1299.82,6129.2042,6771.0554,2894.1835,4637.5886,5180.2735,7185.3948,8834.918,3936.8918,4501.4494
2018/3/20,4952.3561,4955.3984,4928.0139,4077.7041,151.9861,1971.72,845.25,2646.13,1301.94,6173.6984,6822.2549,2904.3972,4655.5658,5196.7762,7245.4221,8897.8608,3941.9845,4532.3603
2018/3/19,4965.7747,4968.8253,4938.3904,4074.2479,151.6899,1979.35,847.44,2649.03,1313.57,6153.8339,6820.5016,2897.2558,4647.229,5189.3473,7225.3581,8871.8776,3936.9938,4530.3771
2018/3/16,5010.2356,5013.3135,4987.7937,4056.4226,151.6091,2001.46,850.98,2705.76,1320.27,6146.3058,6805.9256,2870.7318,4597.2172,5175.4607,7194.3509,8941.2271,3922.6525,4507.3078
2018/3/15,4965.1504,4968.2006,4941.6811,4096.1627,151.5718,2011.14,847.66,2717.43,1329.09,6180.1108,6824.0515,2894.9828,4642.3465,5214.5285,7261.331,8989.6293,3952.6575,4560.9558
2018/3/14,5028.55,5031.6391,5007.762,4073.3447,151.4837,2015.77,850.46,2721.65,1332.1,6189.317,6834.8354,2871.334,4601.2644,5182.3524,7266.1826,9041.221,3938.2938,4526.9249
2018/3/13,5112.0052,5115.1456,5087.9469,4091.2533,151.4986,1994.72,849.96,2687.28,1319.7,6254.1457,6911.6657,2883.3771,4622.3344,5205.854,7354.2774,9087.417,3953.813,4548.8506
2018/3/12,5146.0233,5149.1846,5124.8779,4127.6662,151.5087,1999.9,847.42,2695.92,1322.29,6295.7776,6947.4602,2909.5793,4669.4846,5233.7432,7391.2222,9152.9155,3985.9539,4592.771
2018/3/9,5130.1291,5133.2806,5112.2805,4108.8652,151.3776,1999.3,851.48,2679.75,1331.19,6206.9754,6837.1264,2908.1974,4653.1053,5239.8703,7269.9715,9050.5104,3980.4217,4557.6303
2018/3/8,5092.3927,5095.5211,5076.0613,4077.6001,151.3708,2031.44,857.13,2734.33,1351.38,6131.5142,6725.1826,2898.2542,4613.5035,5234.8236,7151.595,8998.2632,3967.7964,4503.0526
2018/3/7,5013.5826,5016.6626,4993.2213,4036.6536,151.323,2059.12,859.99,2784.86,1363.38,6086.4874,6688.5451,2878.1506,4550.1145,5178.8217,7116.3331,8903.2581,3945.6188,4437.9316
2018/3/6,5055.7439,5058.8498,5038.0801,4066.5647,151.1665,2077.01,865.1,2808.78,1375.88,6145.5768,6735.8593,2892.4752,4574.8863,5202.5222,7182.4309,9009.4442,3966.6614,4480.0472
2018/3/5,4978.0453,4981.1035,4957.8547,4018.097,151.0658,2072.41,867.27,2796.45,1377.14,6064.0983,6674.2773,2863.9909,4531.1913,5147.0393,7107.2501,8803.8936,3909.0579,4438.2849
2018/3/2,4961.6697,4964.7178,4941.9853,4016.461,151.094,2098.15,868.03,2845.53,1390.79,6056.3354,6632.3713,2864.1834,4526.6117,5152.6639,7114.5906,8868.634,3908.3277,4435.5077
2018/3/1,4993.5223,4996.5899,4969.8892,4049.0863,151.1701,2106.7,860.28,2863.26,1395,6090.2247,6658.5782,2891.2982,4569.3315,5184.0684,7173.7653,8939.0699,3950.2359,4460.0938
2018/2/28,4974.9121,4977.9682,4954.6089,4023.6415,151.1982,2103.42,856.8,2863.24,1391.71,6023.677,6563.8076,2878.6666,4519.8284,5168.9967,7086.6748,8903.5688,3938.8678,4416.9132
2018/2/27,4955.2284,4958.2724,4944.5129,4058.9806,151.2069,2112.39,852.7,2885.72,1393.8,6010.5573,6529.3803,2927.0968,4557.4517,5239.298,7063.3583,8910.526,3985.9817,4441.6079
2018/2/26,4947.6391,4950.6784,4938.2705,4118.4186,150.9282,2115.8,853.62,2889.02,1396.74,6029.6795,6507.128,2973.7855,4620.3465,5350.783,7081.4339,9033.0761,4069.037,4478.8484
2018/2/23,4838.3885,4841.3607,4831.1528,4071.0889,150.6507,2103.08,849.67,2872.51,1390.88,5897.6765,6365.9164,2957.171,4580.2655,5328.8763,6909.7646,8875.7358,4045.0975,4401.675
2018/2/22,4788.5849,4791.5265,4778.644,4052.7332,150.639,2069.76,843.38,2822.29,1371.41,5875.7272,6347.0825,2931.8815,4551.7972,5291.5567,6895.771,8814.5197,4004.3427,4407.1853
2018/2/14,4666.2727,4669.1391,4654.4013,3966.9614,150.5679,2071.93,832.92,2840.23,1362.92,5754.8344,6230.6628,2871.7873,4469.2676,5183.5718,6765.6063,8612.3581,3925.5011,4307.2609
2018/2/13,4641.3803,4644.2314,4628.7877,3935.6324,150.4847,2054.52,832.87,2808.72,1352,5736.9505,6216.5101,2852.7169,4422.017,5136.2278,6742.8821,8555.8168,3896.7356,4270.7273
2018/2/12,4613.532,4616.366,4601.4873,3890.1046,150.4504,2049.11,834.37,2790.32,1353.06,5699.0979,6203.7517,2805.211,4360.2429,5053.6557,6710.8986,8470.2937,3835.686,4239.3008
2018/2/9,4542.8292,4545.6198,4530.3612,3840.6527,150.3515,2046.71,828.38,2780.83,1357.81,5554.8974,6053.0204,2810.0273,4283.2855,5028.6284,6512.8757,8286.9583,3830.1845,4136.7184
2018/2/8,4730.7435,4733.6496,4717.1258,4012.0472,150.3484,2059.95,830.26,2801.69,1363.81,5766.4797,6238.2209,2945.8438,4456.0424,5253.5265,6736.4086,8726.2835,4034.8635,4283.3345
2018/2/7,4674.8203,4677.692,4658.6943,4050.4972,150.3784,2076.51,829.37,2823.54,1376.9,5711.3322,6158.2574,3029.6011,4492.1002,5379.0438,6656.9397,8691.0793,4142.1832,4247.1111
2018/2/6,4663.7617,4666.6266,4647.4378,4148.8856,150.256,2070.33,824.61,2815.5,1373.3,5704.2641,6142.6681,3117.4905,4621.9803,5561.7073,6651.4947,8757.4547,4270.5843,4319.0001
2018/2/5,4958.0428,4961.0885,4948.1784,4274.1464,149.8897,2089.55,825.59,2837.89,1390.77,5998.2236,6461.8128,3181.3393,4756.7772,5683.845,6956.6613,9228.2938,4394.3018,4455.2698
2018/2/2,4962.6513,4965.6998,4953.1503,4271.2326,149.9456,2077.07,823.6,2835.2,1373.62,6004.8494,6487.8671,3149.6414,4771.2979,5632.9299,6985.9518,9154.2781,4333.8576,4516.8962
2018/2/1,4953.4347,4956.4775,4941.4111,4245.8978,149.9216,2058.34,828.68,2804.29,1364.96,5984.7428,6506.4526,3141.23,4755.077,5598.6713,6969.0477,9066.6686,4301.7133,4497.3509
2018/1/31,5226.1249,5229.3352,5223.5228,4275.8986,149.8204,2069.68,832.8,2812.42,1375.1,6189.3413,6791.0094,3116.8331,4773.9315,5575.0009,7192.0297,9328.835,4293.7122,4572.3781
2018/1/30,5384.9829,5388.2908,5384.7257,4256.1021,149.6406,2078.04,831.12,2824.14,1383.32,6313.442,6955.2425,3079.1178,4713.8682,5499.7326,7346.0221,9441.5215,4256.4212,4570.822
2018/1/29,5382.9166,5386.2232,5382.5663,4302.0181,149.6148,2096.59,834.41,2844.57,1401.48,6309.8836,6972.4791,3120.6951,4754.9482,5588.6604,7325.5912,9440.1434,4320.4817,4599.699
2018/1/26,5424.9421,5428.2745,5423.3525,4381.2996,149.5302,2095.38,831.57,2835.55,1401.96,6383.6312,7056.0133,3172.7776,4854.9567,5666.4972,7403.9673,9512.3069,4367.5579,4721.1725
2018/1/25,5432.5429,5435.8799,5429.744,4365.0794,149.5246,2106.45,832.17,2862.65,1403.61,6382.7165,7062.6351,3157.4592,4835.5856,5622.9099,7413.5491,9480.0942,4347.8655,4707.6673
2018/1/24,5407.1531,5410.4745,5404.1649,4389.8853,149.444,2076.38,829.57,2809.21,1388.81,6394.2999,7072.4062,3180.3318,4866.9691,5650.9435,7426.1569,9501.1988,4382.2574,4723.4986
2018/1/23,5410.7404,5414.064,5408.7839,4382.6129,149.3896,2080.01,830.43,2823.59,1384.62,6354.9978,7019.9751,3176.5042,4886.6701,5678.2749,7397.129,9513.3561,4366.8363,4724.878
2018/1/22,5406.2379,5409.5588,5404.18,4336.5974,149.3716,2088.95,830.6,2847.09,1386.44,6347.6383,7014.5476,3130.3299,4835.965,5591.2324,7398.8396,9471.776,4290.5581,4709.587
2018/1/19,5394.5123,5397.826,5393.3895,4285.395,149.4922,2086.31,827.13,2843.57,1382.72,6272.38,6938.3117,3117.8212,4762.7865,5534.8106,7280.5776,9356.1575,4288.8479,4598.7748
2018/1/18,5378.292,5381.5957,5373.4748,4271.4168,149.4305,2076.27,830.76,2819.24,1380.42,6286.8007,6955.232,3106.5516,4758.7664,5526.979,7298.7186,9365.9785,4253.2854,4608.1052
2018/1/17,5366.2604,5369.5567,5362.8485,4248.1164,149.69,2070.21,829.95,2806.25,1375.23,6267.4599,6942.863,3076.1819,4735.5715,5475.1039,7265.1569,9266.6778,4219.8146,4594.5502
2018/1/16,5399.63,5402.9468,5400.0817,4258.473,149.668,2074.85,830.49,2809.75,1377.65,6301.1327,6960.6772,3063.8609,4769.8041,5482.1478,7319.2956,9369.255,4197.9221,4642.0452
2018/1/15,5350.6687,5353.9554,5350.9012,4225.2393,149.715,2104.89,833.26,2845.56,1399.35,6253.3759,6929.3071,3048.8075,4757.0979,5439.8,7275.8992,9198.6042,4146.7906,4626.5368
2018/1/12,5506.7912,5510.1738,5506.7912,4225.001,149.8394,2106.14,831.93,2847.5,1401.59,6399.3737,7127.828,3018.5957,4738.0963,5377.3756,7445.5035,9339.7432,4111.6086,4665.6917
2018/1/11,5538.4267,5542.4602,5538.4267,4205.5863,149.779,2118.5,835.85,2881.76,1403.92,6425.9401,7175.3982,2997.0448,4701.7999,5329.0078,7475.5769,9325.6943,4089.0777,4648.3542
