,20,21,22,23
0,0.030763658751582934,0.023797745837436546,-0.029119633167239534,-0.03402087741833082
1,0.030763658751582934,0.023833317602165227,-0.02907130946128811,-0.03397278498775369
2,0.030763658751582934,0.02327379937634033,-0.029140906150996848,-0.03405717339414949
3,0.0020358594429525922,0.014703766893000125,0.011473005046813256,-0.023230300280105864
4,0.005337061750129157,0.015736710711857782,0.016870834406741197,0.00862270556184841
5,0.0028539161450436,-0.01529604859208955,-0.022373448071957958,-0.036195369272127076
6,-0.007068897053556844,-0.01330490386703187,-0.017551733448621265,-0.02715787576818507
7,0.017336411895801263,-0.007206634736944384,-0.00010799735210365036,-0.019823299561242513
8,-0.0025099021532931642,-0.01633259382290353,-0.044697238145394724,-0.04963846027590002
9,0.026346840924087678,0.019493499190990304,-0.012852507579766081,-0.017560740064018643
10,0.02662919269807751,0.024108452206395237,-0.024033308326383285,-0.021315585762515354
11,-0.009069503949822977,0.013514177064324784,0.0208210768449415,-0.02409191843777425
12,0.0006191860644784164,0.013638327460138155,0.02057117144763443,-0.0132866876063783
13,0.005263608997258418,0.023326233480521985,0.029015977338954224,-0.018677944455023243
14,0.030849136342319117,0.015507135783936254,-0.01292698349631094,-0.018688751562240036
15,0.027704570371483328,0.025448117927715286,0.003660023761133946,-0.015709149588025717
16,-0.013444914185110513,0.013591011856218138,0.015246850883307905,-0.03230950623871787
17,0.019466337818903723,0.017221514718469777,0.006813446190076178,-0.010994623025927353
