,0,1,2,3,4,5,6,7,8,9
0,0.32971580980286797,0.510614636330342,0.45933953397385796,0.3581629687674103,0.5106146363303421,0.31551893987559865,0.5362767790288996,0.46199101133929776,0.5781919895392594,0.6300204426648317
1,0.3293040544544915,0.5106147043863551,0.4590074064348264,0.3581630447030467,0.5106147043863551,0.3150984633948902,0.5359919689098664,0.46166051260190333,0.5779329229576531,0.6300204845686727
2,0.3326616227596695,0.515963850995185,0.46171566730557456,0.35315813463284074,0.515963850995185,0.3185271462529662,0.5347147135262789,0.46435549176842184,0.5767711166735661,0.6355659493103238
3,0.37471125267695315,0.362896300762127,0.3747112526769534,0.20976854913919007,0.4473882900817474,0.37471125267695315,0.31912549821677993,0.37471125267695327,0.4829990993675979,0.5378607443896353
4,0.02561259877662525,0.044566266023464585,0.025612598776625473,0.03344418332084931,0.044566266023464585,0.02561259877662525,0.012549022945048116,0.05102367201878544,0.044566266023464585,0.02561259877662514
5,0.27422606372925784,0.4015887815231103,0.43869992227726917,0.26789363805634414,0.4182272195831589,0.27422606372925784,0.130456159420843,0.36090172759574457,0.39885888948209236,0.29371654686264337
6,0.18591443279776,0.25759834225508527,0.37299224448987833,0.12588194529170116,0.2747297469170745,0.18591443279776,0.17701572017963307,0.25140779087129994,0.3558073553027338,0.20610530018619444
7,0.3319983460783319,0.37936131942304385,0.4507659123620421,0.2609448446231287,0.37789776082451054,0.3319983460783319,0.10382198026787126,0.33812388639454805,0.4025091222418423,0.3037346338310596
8,0.27414744015477455,0.3877417610974564,0.4391346739354205,0.25676320128958285,0.41195640808588174,0.27414744015477455,0.16609121613411493,0.38251429741876275,0.4060077356196141,0.319328447078844
9,0.3365866025222639,0.40337971565311626,0.4257095426098959,0.2759959915024285,0.4313268740657905,0.3365866025222639,0.4739502286036855,0.4059120292365549,0.4999268575595328,0.5719714484072614
10,0.2838198572558137,0.4913936102001155,0.4666291942982079,0.3303968308714693,0.4913936102001155,0.2810510679528391,0.5360114214922442,0.4776974473909361,0.493935790625432,0.5680203037324553
11,0.3946529080093475,0.37546067069137645,0.399651195066838,0.16325861705177835,0.4914012861657081,0.3946529080093475,0.2653028733165249,0.3946529080093475,0.46777284265671404,0.5231096545132361
12,0.3286717755578742,0.353924528247192,0.3286717755578742,0.16865274392478413,0.443797386791112,0.3286717755578742,0.27882998814408877,0.3286717755578742,0.46655730114725324,0.49547699065642936
13,0.31879730865406075,0.39435606039818516,0.31879730865406086,0.17019202724826987,0.45135188598280973,0.31879730865406075,0.2355536679696938,0.31879730865406086,0.48053692335199294,0.47461893056915716
14,0.32738789271015445,0.41534520382195395,0.41041674616025425,0.30026757452176045,0.4272261647713347,0.32738789271015445,0.470081563377449,0.3755887518443064,0.45725547810947886,0.5842064286284365
15,0.338984865846527,0.40128657943276547,0.39918766188470434,0.2132664779382748,0.46433593578465704,0.338984865846527,0.39078837518404264,0.3490016819535756,0.5250981754162614,0.5809213107217142
16,0.35949672311437086,0.41100890809349366,0.37604912440074034,0.18955389076430018,0.5043689211194278,0.35949672311437086,0.28448075201439504,0.36424720389662635,0.5107421290296181,0.5278053916566803
17,0.3915236228547284,0.2921761872551786,0.3915236228547284,0.2361156198963782,0.38223036144130706,0.3915236228547284,0.36388289856960143,0.3915236228547284,0.44340733318553793,0.5570565516451045
