,20,21,22,23
0,0.16253110468034004,0.5999997814245408,0.5502889045698527,0.4835079513768308
1,0.16253110468034004,0.5997541087803564,0.5500127004359476,0.4831907189981114
2,0.16253110468034004,0.5986523687563354,0.5487740393300957,0.4829521305375828
3,0.23675630353241928,0.44108770586682455,0.27564072541398443,0.40979888367946904
4,0.045333502570286344,0.032719918331182374,0.01625645060696901,0.033949206022359846
5,0.24654249914307969,0.4745831509048454,0.44624231406564163,0.5119130351888097
6,0.15662888408686448,0.24051374661474534,0.2322309612575083,0.31620606891714753
7,0.21149020790797968,0.4067488225046778,0.3213382817388043,0.3726495374816988
8,0.27519123036998405,0.49545710003746735,0.515314925313515,0.5755705743563067
9,0.146980206310119,0.5270799010853308,0.3767289739644393,0.3582118877290572
10,0.225508519416032,0.5714758665975619,0.4900109894426242,0.3989942148247342
11,0.2983515155450648,0.3966146292475493,0.2710762361048127,0.4412443357178917
12,0.21123288436355536,0.3718478217661929,0.27250203899861736,0.39824940889076754
13,0.22252474463789063,0.31879730865406075,0.2355536679696938,0.4414044399470779
14,0.15419341540325093,0.5506173613903199,0.39833049444696966,0.36262266062752435
15,0.16450759876336318,0.46885298378616236,0.3163018215907225,0.38102252128069036
16,0.2812220561793818,0.4027841318673545,0.2966555366924416,0.46773495080724237
17,0.20918241420841044,0.47807102611440755,0.30616066242019324,0.3182389347431549
