date,ckzbj,USDCNY,hqckll,dqckll_3,dqckll_6,dqdkll_1y,ccqdklv_5y,gjjdkll_5y,shibor_gy,shibor_1,shibor_1y,zzgz_1,zzgz_2,zzgz_1y,zzgz_10y
2012/07/13,,6.4235 ,,,,,,,2.4792 ,3.1658 ,4.5721 ,1.6212 ,1.8349 ,2.2171 ,3.2591 
2012/07/16,,6.4212 ,,,,,,,2.4573 ,3.1404 ,4.5606 ,1.5999 ,1.8144 ,2.2353 ,3.2752 
2012/07/17,,6.4178 ,,,,,,,2.6325 ,3.1222 ,4.5507 ,1.6968 ,1.8264 ,2.2453 ,3.2850 
2012/07/18,,6.4161 ,,,,,,,2.9342 ,3.2816 ,4.5435 ,1.8839 ,1.8893 ,2.2513 ,3.2858 
2012/07/19,,6.4137 ,,,,,,,2.9858 ,3.5771 ,4.5388 ,1.9349 ,1.9398 ,2.2591 ,3.2860 
2012/07/20,,6.4158 ,,,,,,,3.1271 ,3.6792 ,4.5278 ,2.0756 ,2.0798 ,2.2699 ,3.2810 
2012/07/23,,6.4261 ,,,,,,,3.3275 ,3.9063 ,4.5214 ,2.1383 ,2.0489 ,2.2849 ,3.2760 
2012/07/24,,6.4298 ,,,,,,,2.9517 ,3.9925 ,4.5168 ,1.9694 ,2.0485 ,2.2891 ,3.2759 
2012/07/25,,6.4360 ,,,,,,,2.6813 ,3.7829 ,4.5136 ,1.8310 ,2.0531 ,2.2819 ,3.2760 
2012/07/26,,6.4364 ,,,,,,,2.6600 ,3.7518 ,4.5086 ,1.8103 ,2.0331 ,2.2780 ,3.2763 
2012/07/27,,6.4343 ,,,,,,,2.6000 ,3.5183 ,4.5037 ,1.8125 ,2.0689 ,2.2977 ,3.2764 
2012/07/30,,6.4343 ,,,,,,,2.5283 ,3.4547 ,4.4948 ,1.8083 ,2.1008 ,2.2952 ,3.2755 
2012/07/31,,6.4368 ,,,,6.00 ,,,2.5983 ,3.3479 ,4.4904 ,1.8501 ,2.1327 ,2.3077 ,3.2915 
2012/08/01,,6.4305 ,,,,,,,2.6192 ,3.3415 ,4.4896 ,1.8894 ,2.1637 ,2.3277 ,3.2921 
2012/08/02,,6.4318 ,,,,,,,2.5375 ,3.3140 ,4.4800 ,1.8966 ,2.1968 ,2.3306 ,3.2861 
2012/08/03,,6.4312 ,,,,,,,2.5033 ,3.3117 ,4.4717 ,1.8841 ,2.2168 ,2.3553 ,3.2902 
2012/08/06,,6.4253 ,,,,,,,2.4783 ,3.2460 ,4.4646 ,1.9044 ,2.2524 ,2.3728 ,3.3100 
2012/08/07,,6.4279 ,,,,,,,2.5344 ,3.2177 ,4.4581 ,1.9461 ,2.2834 ,2.4078 ,3.3300 
2012/08/08,,6.4255 ,,,,,,,2.5483 ,3.2342 ,4.4519 ,1.9643 ,2.2981 ,2.4378 ,3.3545 
2012/08/09,,6.4243 ,,,,,,,2.5992 ,3.2283 ,4.4494 ,1.9927 ,2.3161 ,2.4381 ,3.3023 
2012/08/10,,6.4272 ,,,,,,,2.6592 ,3.2325 ,4.4452 ,2.0242 ,2.3055 ,2.3959 ,3.2825 
2012/08/13,,6.4277 ,,,,,,,2.4342 ,3.2392 ,4.4421 ,1.9131 ,2.2955 ,2.4134 ,3.3029 
2012/08/14,,6.4269 ,,,,,,,2.6750 ,3.3872 ,4.4404 ,1.9856 ,2.2985 ,2.4183 ,3.3105 
2012/08/15,,6.4318 ,,,,,,,3.1117 ,3.5592 ,4.4403 ,2.1759 ,2.3054 ,2.4572 ,3.3402 
2012/08/16,,6.4463 ,,,,,,,3.0942 ,3.7633 ,4.4403 ,2.1858 ,2.3450 ,2.4622 ,3.3467 
2012/08/17,,6.4478 ,,,,,,,3.1750 ,4.0517 ,4.4421 ,2.2537 ,2.3988 ,2.4745 ,3.3342 
2012/08/20,,6.4480 ,,,,,,,3.3525 ,4.1235 ,4.4438 ,2.3848 ,2.4797 ,2.5216 ,3.3564 
2012/08/21,,6.4462 ,,,,,,,3.4900 ,4.2654 ,4.4440 ,2.5084 ,2.5884 ,2.5566 ,3.3578 
2012/08/22,,6.4436 ,,,,,,,3.0800 ,4.0417 ,4.4419 ,2.3557 ,2.6071 ,2.5814 ,3.3935 
2012/08/23,,6.4443 ,,,,,,,3.0550 ,4.0338 ,4.4412 ,2.3394 ,2.6132 ,2.6300 ,3.3702 
2012/08/24,,6.4415 ,,,,,,,2.6983 ,3.9121 ,4.4399 ,2.1900 ,2.6050 ,2.6275 ,3.3364 
2012/08/27,,6.4487 ,,,,,,,2.6975 ,3.8664 ,4.4380 ,2.1900 ,2.5835 ,2.6412 ,3.3498 
2012/08/28,,6.4521 ,,,,,,,2.7001 ,3.7593 ,4.4338 ,2.1858 ,2.5487 ,2.6863 ,3.3634 
2012/08/29,,6.4504 ,,,,,,,2.5992 ,3.7267 ,4.4326 ,2.1545 ,2.5620 ,2.6963 ,3.3943 
2012/08/30,,6.4559 ,,,,,,,2.3838 ,3.6871 ,4.4324 ,2.0623 ,2.5520 ,2.6917 ,3.3904 
2012/08/31,,6.4532 ,,,,6.00 ,,,2.0657 ,3.6520 ,4.4250 ,1.9244 ,2.5374 ,2.6806 ,3.3928 
2012/09/03,,6.4504 ,,,,,,,2.0500 ,3.5367 ,4.4247 ,1.8846 ,2.4883 ,2.6775 ,3.4001 
2012/09/04,,6.4402 ,,,,,,,2.0075 ,3.4849 ,4.4175 ,1.8534 ,2.4695 ,2.6251 ,3.3836 
2012/09/05,,6.4424 ,,,,,,,2.1375 ,3.6371 ,4.4144 ,1.9249 ,2.4901 ,2.6255 ,3.3887 
2012/09/06,,6.4406 ,,,,,,,2.1237 ,3.6350 ,4.4090 ,1.9241 ,2.4950 ,2.6155 ,3.3963 
2012/09/07,,6.4360 ,,,,,,,2.1253 ,3.7336 ,4.4077 ,1.9230 ,2.4950 ,2.6364 ,3.4162 
2012/09/10,,6.4177 ,,,,,,,2.2992 ,3.6839 ,4.4050 ,2.0117 ,2.5240 ,2.6475 ,3.4611 
2012/09/11,,6.4252 ,,,,,,,2.4992 ,3.8179 ,4.4057 ,2.0802 ,2.5048 ,2.6574 ,3.4714 
2012/09/12,,6.4198 ,,,,,,,2.5983 ,3.8667 ,4.4043 ,2.0829 ,2.5065 ,2.7023 ,3.4909 
2012/09/13,,6.4208 ,,,,,,,2.6833 ,3.9246 ,4.4042 ,2.1344 ,2.5254 ,2.7365 ,3.4834 
2012/09/14,,6.4107 ,,,,,,,2.6732 ,3.9443 ,4.4024 ,2.2053 ,2.6221 ,2.7984 ,3.5485 
2012/09/17,,6.4040 ,,,,,,,2.7150 ,3.9858 ,4.4014 ,2.2249 ,2.6417 ,2.7984 ,3.5717 
2012/09/18,,6.4121 ,,,,,,,2.9217 ,4.0208 ,4.4010 ,2.2867 ,2.6201 ,2.8022 ,3.5216 
2012/09/19,,6.4171 ,,,,,,,3.5008 ,4.1050 ,4.4010 ,2.5341 ,2.6302 ,2.8022 ,3.5166 
2012/09/20,,6.4105 ,,,,,,,3.9992 ,4.3080 ,4.4010 ,2.7491 ,2.6191 ,2.8271 ,3.5171 
2012/09/21,,6.4142 ,,,,,,,4.2892 ,4.4247 ,4.4008 ,2.8771 ,2.6391 ,2.8401 ,3.4998 
2012/09/24,,6.4166 ,,,,,,,4.3892 ,4.6654 ,4.4006 ,2.9539 ,2.6991 ,2.8401 ,3.4956 
2012/09/25,,6.4185 ,,,,,,,4.5000 ,4.8375 ,4.4006 ,2.9967 ,2.6979 ,2.8485 ,3.4676 
2012/09/26,,6.4184 ,,,,,,,2.9975 ,4.8296 ,4.4005 ,2.3848 ,2.6981 ,2.8318 ,3.4444 
2012/09/27,,6.4196 ,,,,,,,2.9992 ,4.1667 ,4.4003 ,2.3988 ,2.7085 ,2.8121 ,3.4525 
2012/09/28,,6.4155 ,,,,,,,2.4758 ,3.9675 ,4.4000 ,2.2768 ,2.6960 ,2.7921 ,3.4575 
2012/09/29,,,,,,,,,3.2800 ,3.9925 ,4.4000 ,2.6059 ,2.7060 ,2.7921 ,3.4574 
2012/09/30,,,,,,6.00 ,,,,,,,,,
2012/10/03,,6.4106 ,,,,,,,,,,,,,
2012/10/04,,6.4090 ,,,,,,,,,,,,,
2012/10/05,,6.4038 ,,,,,,,,,,,,,
2012/10/08,,6.3958 ,,,,,,,3.7192 ,4.0000 ,4.4004 ,2.7798 ,2.6899 ,2.7845 ,3.4814 
2012/10/09,,6.3905 ,,,,,,,3.3635 ,4.0088 ,4.4002 ,2.6165 ,2.6797 ,2.7844 ,3.4921 
2012/10/10,,6.3973 ,,,,,,,2.6500 ,3.8492 ,4.4002 ,2.3262 ,2.6725 ,2.7644 ,3.5036 
2012/10/11,,6.3917 ,,,,,,,2.4475 ,3.6752 ,4.4002 ,2.1734 ,2.5959 ,2.7620 ,3.4990 
2012/10/12,,6.3596 ,,,,,,,2.4228 ,3.5943 ,4.4001 ,2.1578 ,2.5859 ,2.7543 ,3.4807 
2012/10/15,,6.3535 ,,,,,,,2.0408 ,3.6167 ,4.4001 ,1.9590 ,2.5759 ,2.7511 ,3.4730 
2012/10/16,,6.3633 ,,,,,,,2.2058 ,3.6283 ,4.4001 ,2.0511 ,2.5859 ,2.7641 ,3.4903 
2012/10/17,,6.3566 ,,,,,,,2.2192 ,3.6579 ,4.4001 ,2.0984 ,2.6470 ,2.8441 ,3.5036 
2012/10/18,,6.3565 ,,,,,,,2.1943 ,3.7371 ,4.4001 ,2.0800 ,2.6461 ,2.8971 ,3.5190 
2012/10/19,,6.3642 ,,,,,,,2.1958 ,3.4716 ,4.4001 ,2.0354 ,2.6491 ,2.9220 ,3.5350 
2012/10/22,,6.3685 ,,,,,,,2.2435 ,3.3763 ,4.4001 ,2.0938 ,2.7212 ,2.9050 ,3.5293 
2012/10/23,,,,,,,,,2.3446 ,3.4033 ,4.4001 ,2.1077 ,2.7065 ,2.9061 ,3.5454 
2012/10/24,,6.3685 ,,,,,,,2.7633 ,3.9300 ,4.4001 ,2.3364 ,2.7464 ,2.9421 ,3.5478 
2012/10/25,,6.3578 ,,,,,,,2.7092 ,4.3796 ,4.4000 ,2.3256 ,2.7767 ,2.9764 ,3.5672 
2012/10/26,,6.3399 ,,,,,,,3.3150 ,4.5955 ,4.4000 ,2.6663 ,2.8360 ,2.9766 ,3.5727 
2012/10/29,,6.3498 ,,,,,,,4.4292 ,4.9379 ,4.4000 ,2.9471 ,2.8755 ,2.9848 ,3.5668 
2012/10/30,,6.3595 ,,,,,,,3.0585 ,4.3633 ,4.4000 ,2.5202 ,2.7813 ,2.9533 ,3.5648 
2012/10/31,,6.3554 ,,,,6.00 ,,,2.9550 ,4.2175 ,4.4000 ,2.4082 ,2.6836 ,2.9327 ,3.5739 
2012/11/01,,6.3518 ,,,,,,,3.0433 ,4.0034 ,4.4000 ,2.5115 ,2.7600 ,2.9429 ,3.5984 
2012/11/02,,6.3557 ,,,,,,,2.6758 ,3.8332 ,4.4000 ,2.4939 ,2.8454 ,2.9555 ,3.5852 
2012/11/05,,6.3607 ,,,,,,,2.6933 ,3.7702 ,4.4000 ,2.5307 ,2.8528 ,2.9475 ,3.5872 
2012/11/06,,6.3633 ,,,,,,,2.5267 ,3.7467 ,4.4000 ,2.4608 ,2.8669 ,2.9438 ,3.5771 
2012/11/07,,6.3544 ,,,,,,,2.5688 ,3.7821 ,4.4000 ,2.5229 ,2.8660 ,2.9341 ,3.5644 
2012/11/08,,6.3539 ,,,,,,,2.5748 ,3.7602 ,4.4000 ,2.5424 ,2.8911 ,2.9423 ,3.5609 
2012/11/09,,6.3499 ,,,,,,,2.6183 ,3.7288 ,4.4000 ,2.5874 ,2.8887 ,2.9377 ,3.5594 
2012/11/12,,6.3354 ,,,,,,,2.5221 ,3.7313 ,4.4000 ,2.5836 ,2.9168 ,2.9424 ,3.5585 
2012/11/13,,6.3325 ,,,,,,,2.3200 ,3.7850 ,4.4000 ,2.5049 ,2.9019 ,2.9224 ,3.5470 
2012/11/14,,6.3287 ,,,,,,,2.2974 ,3.7495 ,4.4000 ,2.4731 ,2.8712 ,2.9188 ,3.5356 
2012/11/15,,6.3267 ,,,,,,,2.2775 ,3.8005 ,4.4000 ,2.4911 ,2.8674 ,2.9152 ,3.5279 
2012/11/16,,6.3428 ,,,,,,,2.2775 ,3.6475 ,4.4000 ,2.4961 ,2.8623 ,2.8886 ,3.5133 
2012/11/19,,6.3413 ,,,,,,,2.1540 ,3.7244 ,4.4000 ,2.4751 ,2.8520 ,2.8633 ,3.5010 
2012/11/20,,6.3316 ,,,,,,,2.2422 ,3.6583 ,4.4000 ,2.4798 ,2.8213 ,2.8263 ,3.5111 
2012/11/21,,6.3320 ,,,,,,,2.3042 ,3.6739 ,4.4000 ,2.5198 ,2.8169 ,2.8116 ,3.5205 
2012/11/22,,6.3304 ,,,,,,,2.3150 ,3.7142 ,4.4000 ,2.5282 ,2.8245 ,2.8216 ,3.5357 
2012/11/23,,6.3286 ,,,,,,,2.2525 ,3.7283 ,4.4000 ,2.5261 ,2.8134 ,2.8231 ,3.5428 
2012/11/26,,6.3297 ,,,,,,,2.2992 ,3.7458 ,4.4000 ,2.4403 ,2.8269 ,2.8399 ,3.5511 
2012/11/27,,6.3274 ,,,,,,,2.3108 ,3.7594 ,4.4000 ,2.4502 ,2.8357 ,2.8439 ,3.5570 
2012/11/28,,6.3312 ,,,,,,,2.3150 ,3.8344 ,4.4000 ,2.3785 ,2.8260 ,2.8315 ,3.5535 
2012/11/29,,6.3281 ,,,,,,,2.3148 ,3.8759 ,4.4000 ,2.3622 ,2.8311 ,2.8665 ,3.5311 
2012/11/30,,6.3206 ,,,,6.00 ,,,2.2533 ,3.8600 ,4.4000 ,2.3153 ,2.8301 ,2.8834 ,3.5332 
2012/12/03,,6.3236 ,,,,,,,2.2580 ,3.7833 ,4.4000 ,2.2929 ,2.7842 ,2.8744 ,3.5397 
2012/12/04,,6.3250 ,,,,,,,2.2500 ,3.7797 ,4.4000 ,2.3024 ,2.8039 ,2.8815 ,3.5498 
2012/12/05,,6.3130 ,,,,,,,2.2500 ,3.8065 ,4.4000 ,2.3480 ,2.8286 ,2.9106 ,3.5622 
2012/12/06,,6.3160 ,,,,,,,2.2399 ,3.8615 ,4.4000 ,2.3780 ,2.8519 ,2.8986 ,3.5580 
2012/12/07,,6.3139 ,,,,,,,2.2503 ,3.9200 ,4.4000 ,2.4103 ,2.8533 ,2.8952 ,3.5689 
2012/12/10,,6.3150 ,,,,,,,2.2490 ,3.9510 ,4.4000 ,2.4174 ,2.8427 ,2.8975 ,3.5707 
2012/12/11,,6.3180 ,,,,,,,2.2500 ,3.9838 ,4.4000 ,2.4635 ,2.8571 ,2.8999 ,3.5658 
2012/12/12,,6.3182 ,,,,,,,2.2600 ,4.0339 ,4.4000 ,2.4607 ,2.8477 ,2.9089 ,3.5666 
2012/12/13,,6.3169 ,,,,,,,2.2747 ,3.9854 ,4.4000 ,2.4489 ,2.8157 ,2.9007 ,3.5649 
2012/12/14,,6.3171 ,,,,,,,2.2559 ,4.0386 ,4.4001 ,2.3697 ,2.7678 ,2.8919 ,3.5781 
2012/12/17,,6.3158 ,,,,,,,2.2560 ,3.8940 ,4.4002 ,2.4122 ,2.7567 ,2.8937 ,3.5814 
2012/12/18,,6.3131 ,,,,,,,2.2800 ,4.1302 ,4.4002 ,2.4282 ,2.7721 ,2.9114 ,3.5843 
2012/12/19,,6.3119 ,,,,,,,2.2775 ,4.3890 ,4.4002 ,2.4213 ,2.7732 ,2.9063 ,3.5942 
2012/12/20,,6.3140 ,,,,,,,2.6380 ,4.6880 ,4.4003 ,2.5440 ,2.8095 ,2.9102 ,3.6086 
2012/12/21,,6.3231 ,,,,,,,2.4200 ,4.8633 ,4.4003 ,2.5056 ,2.8158 ,2.9179 ,3.6060 
2012/12/24,,6.3391 ,,,,,,,2.3000 ,4.8980 ,4.4004 ,2.5099 ,2.8309 ,2.9375 ,3.6009 
2012/12/25,,,,,,,,,2.3000 ,4.9200 ,4.4005 ,2.6222 ,2.8516 ,2.9178 ,3.5955 
2012/12/26,,,,,,,,,2.3030 ,4.5950 ,4.4005 ,2.6456 ,2.8571 ,2.9278 ,3.5925 
2012/12/27,,6.3387 ,,,,,,,2.2925 ,4.8605 ,4.4003 ,2.4146 ,2.8957 ,2.9073 ,3.5803 
2012/12/28,,6.3323 ,,,,,,,2.2860 ,4.8630 ,4.4002 ,2.4020 ,2.8790 ,2.8985 ,3.5752 
2012/12/31,,6.3302 ,,,,6.00 ,,,3.8660 ,4.8990 ,4.4002 ,3.0822 ,2.8781 ,2.9050 ,3.5738 
2013/01/02,,6.3138 ,,,,,,,,,,,,,
2013/01/03,,6.3177 ,,,,,,,,,,,,,
2013/01/04,,6.3220 ,,,,,,,2.5570 ,4.2030 ,4.4004 ,2.5113 ,2.8781 ,2.9189 ,3.6062 
2013/01/05,,,,,,,,,2.3040 ,4.1640 ,4.4004 ,2.3981 ,2.8581 ,2.8768 ,3.6003 
2013/01/06,,,,,,,,,2.1990 ,4.0190 ,4.4004 ,2.3501 ,2.8481 ,2.8688 ,3.5950 
2013/01/07,,6.3196 ,,,,,,,2.1529 ,4.0120 ,4.4004 ,2.3316 ,2.8481 ,2.8689 ,3.5965 
2013/01/08,,6.3120 ,,,,,,,2.1450 ,3.9900 ,4.4004 ,2.3089 ,2.8181 ,2.8498 ,3.5943 
2013/01/09,,6.3003 ,,,,,,,2.1070 ,3.9080 ,4.4002 ,2.2953 ,2.8181 ,2.8341 ,3.5750 
2013/01/10,,6.2844 ,,,,,,,2.1080 ,3.7627 ,4.4004 ,2.2941 ,2.8181 ,2.8547 ,3.5950 
2013/01/11,,6.2697 ,,,,,,,2.1040 ,3.7770 ,4.4002 ,2.3024 ,2.8346 ,2.8648 ,3.5999 
2013/01/14,,6.2787 ,,,,,,,2.0780 ,3.7910 ,4.4003 ,2.2235 ,2.7624 ,2.8361 ,3.6023 
2013/01/15,,6.2824 ,,,,,,,2.1050 ,3.7028 ,4.4002 ,2.2411 ,2.7291 ,2.7995 ,3.6008 
2013/01/16,,6.2878 ,,,,,,,2.0710 ,3.6885 ,4.4003 ,2.1886 ,2.7003 ,2.8110 ,3.6047 
2013/01/17,,6.2827 ,,,,,,,2.0290 ,3.7370 ,4.4003 ,2.1617 ,2.6917 ,2.8111 ,3.5986 
2013/01/18,,6.2782 ,,,,,,,1.9790 ,3.7785 ,4.4001 ,2.0572 ,2.5920 ,2.7811 ,3.5834 
2013/01/21,,6.2792 ,,,,,,,1.9580 ,3.6829 ,4.4000 ,2.0480 ,2.5809 ,2.8002 ,3.5743 
2013/01/22,,6.2831 ,,,,,,,1.9270 ,3.8300 ,4.4000 ,2.0453 ,2.5855 ,2.7902 ,3.5705 
2013/01/23,,6.2795 ,,,,,,,1.9409 ,3.7920 ,4.4000 ,2.0419 ,2.6098 ,2.8373 ,3.5682 
2013/01/24,,6.2867 ,,,,,,,2.0665 ,3.8580 ,4.4000 ,2.0962 ,2.6186 ,2.8383 ,3.5816 
2013/01/25,,6.3003 ,,,,,,,2.1030 ,3.9350 ,4.4000 ,2.1378 ,2.5925 ,2.8340 ,3.5837 
2013/01/28,,6.3033 ,,,,,,,2.1000 ,4.0160 ,4.4000 ,2.0536 ,2.6132 ,2.8495 ,3.6042 
2013/01/29,,6.3226 ,,,,,,,2.1000 ,3.9970 ,4.4000 ,2.0833 ,2.6332 ,2.8226 ,3.6116 
2013/01/30,,6.3066 ,,,,,,,2.1000 ,4.0850 ,4.4000 ,2.0649 ,2.6432 ,2.8091 ,3.6053 
2013/01/31,,6.3111 ,,,,6.00 ,,,2.3100 ,4.1990 ,4.4000 ,2.1806 ,2.6632 ,2.8047 ,3.6054 
2013/02/01,,6.3156 ,,,,,,,2.6745 ,4.1760 ,4.4000 ,2.3118 ,2.6481 ,2.8064 ,3.6004 
2013/02/04,,6.3218 ,,,,,,,2.8330 ,4.2530 ,4.4000 ,2.3892 ,2.6643 ,2.7824 ,3.6016 
2013/02/05,,6.3256 ,,,,,,,3.2500 ,4.1555 ,4.4000 ,2.5642 ,2.6635 ,2.7709 ,3.5910 
2013/02/06,,6.3229 ,,,,,,,3.5960 ,4.1035 ,4.4000 ,2.7185 ,2.6636 ,2.7869 ,3.5922 
2013/02/07,,6.3229 ,,,,,,,3.6463 ,4.1450 ,4.4000 ,2.7388 ,2.6636 ,2.7883 ,3.5928 
2013/02/08,,6.3196 ,,,,,,,2.7150 ,4.0450 ,4.4000 ,2.3415 ,2.6536 ,2.7658 ,3.5859 
2013/02/14,,6.3157 ,,,,,,,,,,,,,
2013/02/15,,6.3144 ,,,,,,,,,,,,,
2013/02/16,,,,,,,,,1.9800 ,3.9000 ,4.4000 ,2.0178 ,2.5736 ,2.7161 ,3.5922 
2013/02/17,,,,,,,,,1.8990 ,3.6670 ,4.4000 ,1.9076 ,2.4986 ,2.7117 ,3.5847 
2013/02/18,,6.3238 ,,,,,,,1.8660 ,3.5820 ,4.4000 ,1.9405 ,2.5651 ,2.7220 ,3.5929 
2013/02/19,,6.3275 ,,,,,,,1.8693 ,3.4536 ,4.4000 ,1.9530 ,2.5780 ,2.7091 ,3.5931 
2013/02/20,,6.3228 ,,,,,,,1.8798 ,3.3646 ,4.4000 ,1.9836 ,2.5980 ,2.6929 ,3.5632 
2013/02/21,,6.3258 ,,,,,,,2.0180 ,3.2801 ,4.4000 ,2.0464 ,2.6030 ,2.7059 ,3.5623 
2013/02/22,,6.3278 ,,,,,,,2.2000 ,3.2780 ,4.4000 ,2.0589 ,2.5623 ,2.7107 ,3.5708 
2013/02/25,,6.3266 ,,,,,,,2.3860 ,3.2713 ,4.4000 ,2.1712 ,2.6121 ,2.7199 ,3.5821 
2013/02/26,,6.3261 ,,,,,,,3.6900 ,4.4050 ,4.4000 ,2.7343 ,2.6603 ,2.7862 ,3.5948 
2013/02/27,,6.3244 ,,,,,,,3.9320 ,4.3840 ,4.4000 ,2.8242 ,2.6491 ,2.7528 ,3.5904 
2013/02/28,,6.3213 ,,,,6.00 ,,,4.0110 ,4.4901 ,4.4000 ,2.8948 ,2.6992 ,2.7612 ,3.5957 
2013/03/01,,6.3184 ,,,,,,,4.1360 ,4.4505 ,4.4000 ,2.9449 ,2.7028 ,2.7727 ,3.5878 
2013/03/04,,6.3238 ,,,,,,,3.2935 ,4.2810 ,4.4000 ,2.6009 ,2.7028 ,2.7727 ,3.5785 
2013/03/05,,6.3302 ,,,,,,,3.0180 ,3.8060 ,4.4000 ,2.4613 ,2.6828 ,2.7656 ,3.5760 
2013/03/06,,6.3211 ,,,,,,,2.8580 ,3.6279 ,4.4000 ,2.4009 ,2.6854 ,2.7639 ,3.5802 
2013/03/07,,6.3206 ,,,,,,,2.4860 ,3.5335 ,4.4000 ,2.2670 ,2.6979 ,2.7645 ,3.5813 
2013/03/08,,6.3095 ,,,,,,,2.4680 ,3.4425 ,4.4000 ,2.2465 ,2.6857 ,2.7675 ,3.5816 
2013/03/11,,6.3146 ,,,,,,,2.2315 ,3.4220 ,4.4000 ,2.1724 ,2.7185 ,2.7719 ,3.5830 
2013/03/12,,6.3070 ,,,,,,,2.0950 ,3.3400 ,4.4000 ,2.1240 ,2.7235 ,2.7669 ,3.5897 
2013/03/13,,6.3055 ,,,,,,,2.0720 ,3.3301 ,4.4000 ,2.1164 ,2.7235 ,2.7659 ,3.5898 
2013/03/14,,6.3063 ,,,,,,,2.0570 ,3.3180 ,4.4000 ,2.1138 ,2.7274 ,2.7687 ,3.5919 
2013/03/15,,6.3075 ,,,,,,,2.0640 ,3.2920 ,4.4000 ,2.1266 ,2.7174 ,2.7503 ,3.5919 
2013/03/18,,6.3094 ,,,,,,,2.5240 ,3.2612 ,4.4000 ,2.3125 ,2.7032 ,2.7594 ,3.5971 
2013/03/19,,6.3083 ,,,,,,,2.2480 ,3.2782 ,4.4000 ,2.2103 ,2.6952 ,2.7514 ,3.5922 
2013/03/20,,6.3145 ,,,,,,,2.0510 ,3.5910 ,4.4000 ,2.1181 ,2.6951 ,2.7441 ,3.5722 
2013/03/21,,6.3098 ,,,,,,,1.9380 ,3.3600 ,4.4000 ,2.0807 ,2.6950 ,2.7341 ,3.5819 
2013/03/22,,6.3078 ,,,,,,,1.8070 ,3.3245 ,4.4000 ,2.0187 ,2.6772 ,2.7341 ,3.5816 
2013/03/25,,6.3035 ,,,,,,,1.6841 ,3.2985 ,4.4000 ,1.9922 ,2.6586 ,2.7221 ,3.5770 
2013/03/26,,6.3022 ,,,,,,,1.6740 ,3.2473 ,4.4000 ,2.0580 ,2.6978 ,2.7121 ,3.5717 
2013/03/27,,6.3006 ,,,,,,,1.7410 ,3.2770 ,4.4000 ,2.0928 ,2.7078 ,2.6879 ,3.5611 
2013/03/28,,6.3103 ,,,,,,,1.7500 ,3.3510 ,4.4000 ,2.1184 ,2.7080 ,2.6855 ,3.5505 
2013/03/29,,,,,,,,,2.6840 ,3.4000 ,4.4000 ,2.4849 ,2.6959 ,2.6790 ,3.5392 
2013/03/31,,,,,,6.00 ,,,,,,,,,
2013/04/01,,,,,,,,,1.9915 ,3.4340 ,4.4000 ,2.2080 ,2.6988 ,2.6799 ,3.5303 
2013/04/02,,6.2889 ,,,,,,,2.0190 ,3.4245 ,4.4000 ,2.2207 ,2.6991 ,2.6716 ,3.5106 
2013/04/03,,6.2893 ,,,,,,,2.0930 ,3.3520 ,4.4000 ,2.2489 ,2.6991 ,2.6741 ,3.5005 
2013/04/05,,6.2924 ,,,,,,,,,,,,,
2013/04/07,,,,,,,,,2.0330 ,3.3308 ,4.4000 ,2.1971 ,2.6504 ,2.6702 ,3.4907 
2013/04/08,,6.2944 ,,,,,,,2.1808 ,3.3065 ,4.4000 ,2.2427 ,2.6278 ,2.6432 ,3.4905 
2013/04/09,,6.2886 ,,,,,,,2.1400 ,3.2760 ,4.4000 ,2.2313 ,2.6361 ,2.6421 ,3.4705 
2013/04/10,,6.2712 ,,,,,,,2.1235 ,3.3033 ,4.4000 ,2.2233 ,2.6338 ,2.6504 ,3.4624 
2013/04/11,,6.2671 ,,,,,,,2.0669 ,3.2680 ,4.4000 ,2.1917 ,2.6210 ,2.6575 ,3.4705 
2013/04/12,,6.2547 ,,,,,,,2.0238 ,3.2358 ,4.4000 ,2.1681 ,2.6083 ,2.6790 ,3.4655 
2013/04/15,,6.2570 ,,,,,,,2.0533 ,3.2128 ,4.4000 ,2.1783 ,2.6055 ,2.6636 ,3.4405 
2013/04/16,,6.2611 ,,,,,,,2.0170 ,3.2593 ,4.4000 ,2.1185 ,2.5541 ,2.6719 ,3.4005 
2013/04/17,,6.2442 ,,,,,,,2.0138 ,3.3020 ,4.4000 ,2.1139 ,2.5544 ,2.7085 ,3.4131 
2013/04/18,,6.2534 ,,,,,,,2.2080 ,3.3360 ,4.4000 ,2.1979 ,2.5566 ,2.7585 ,3.4431 
2013/04/19,,6.2461 ,,,,,,,2.5030 ,3.7970 ,4.4000 ,2.3271 ,2.5745 ,2.8663 ,3.4503 
2013/04/22,,6.2526 ,,,,,,,2.6370 ,4.1090 ,4.4000 ,2.3740 ,2.5795 ,2.8898 ,3.4867 
2013/04/23,,6.2530 ,,,,,,,2.9700 ,4.3030 ,4.4000 ,2.5294 ,2.5795 ,2.8495 ,3.4629 
2013/04/24,,6.2539 ,,,,,,,4.0610 ,4.6670 ,4.4000 ,2.6901 ,2.6497 ,2.8243 ,3.4498 
2013/04/25,,6.2455 ,,,,,,,4.2910 ,4.2940 ,4.4000 ,2.8139 ,2.6797 ,2.8311 ,3.4314 
2013/04/26,,6.2384 ,,,,,,,3.0000 ,3.9000 ,4.4000 ,2.8534 ,2.6748 ,2.8162 ,3.4313 
