date,syhg,mtkc,gysy,fdc,,,
2011-12-01,2440.63,5069.54,1759.42,2332.33,,,
2011-12-02,2415.48,4958.84,1700.94,2309.39,,,
2011-12-05,2400.31,4846.66,1649.33,2280.67,,,
2011-12-06,2397.18,4867.34,1652.41,2294.35,,,
2011-12-07,2399.22,4877.59,1651.77,2298.38,,,
2011-12-08,2390.32,4858.66,1650.41,2304.47,,,
2011-12-09,2361.18,4817.15,1653.33,2312.55,,,
2011-12-12,2306.69,4745.74,1635.9,2250.35,,,
2011-12-13,2225.51,4595.51,1594.72,2183.54,,,
2011-12-14,2186.71,4504.65,1586.2,2145.1,,,
2011-12-15,2155.76,4276.05,1568.18,2129.52,,,
2011-12-16,2214,4384.2,1605.43,2191.45,,,
2011-12-19,2204.56,4346.17,1620.22,2193.77,,,
2011-12-20,2194.11,4344.14,1609.23,2193.32,,,
2011-12-21,2153.74,4262.52,1570.97,2134.25,,,
2011-12-22,2137.5,4300.08,1568.23,2120.03,,,
2011-12-23,2162.26,4347.86,1592.37,2156.11,,,
2011-12-26,2160.39,4299.62,1584.95,2139.06,,,
2011-12-27,2105.43,4247.08,1549.49,2097.21,,,
2011-12-28,2104.18,4259.13,1541.01,2092.52,,,
2011-12-29,2078.09,4277.65,1544.92,2086.89,,,
2011-12-30,2113.93,4353.47,1564.62,2130.95,,,
2012-01-04,2112.81,4217.31,1538.58,2086.06,,,
2012-01-05,2082.66,4123.86,1495.68,2038.63,,,
2012-01-06,2100.37,4171.52,1505.89,2039.41,,,
2012-01-09,2198.17,4511.14,1553.6,2117.61,,,
2012-01-10,2263.19,4752.99,1593.73,2178.32,,,
2012-01-11,2251.41,4749.38,1584.98,2173.39,,,
2012-01-12,2245.49,4718.31,1588.17,2186.83,,,
2012-01-13,2192.13,4644.51,1540.06,2136.26,,,
2012-01-16,2169.57,4538.27,1505.79,2085.26,,,
2012-01-17,2264.71,4886.39,1573.07,2180.24,,,
2012-01-18,2209.9,4780.51,1541.64,2148.49,,,
2012-01-19,2211.43,4850.19,1553.46,2198.62,,,
2012-01-20,2232.76,4850.65,1567.36,2234.93,,,
2012-01-30,2223.43,4749.04,1552.39,2182.28,,,
2012-01-31,2225.71,4778.03,1560.47,2198.72,,,
2012-02-01,2223.6,4672.9,1552.23,2170.28,,,
2012-02-02,2255.72,4812.04,1571.45,2214.84,,,
2012-02-03,2286.48,4830.33,1583.28,2242.66,,,
2012-02-06,2291.07,4849.22,1589.83,2229.75,,,
2012-02-07,2250.62,4771.34,1556.42,2178.28,,,
2012-02-08,2316.21,4981.59,1588.28,2235.86,,,
2012-02-09,2302.72,4971.73,1592.9,2276.31,,,
2012-02-10,2297.49,4962.14,1594.97,2316.29,,,
2012-02-13,2308.61,4966.11,1606.46,2285.88,,,
2012-02-14,2301.97,4974.27,1602.67,2302.37,,,
2012-02-15,2325.69,5029.12,1627.33,2325.71,,,
2012-02-16,2305.62,4971.05,1645.14,2321.03,,,
2012-02-17,2304.74,4947.95,1631.46,2324.53,,,
2012-02-20,2321.03,4962.37,1628.79,2342.64,,,
2012-02-21,2320.6,5026.5,1640.15,2377.91,,,
2012-02-22,2353.87,5090.92,1656.46,2447.94,,,
2012-02-23,2357.17,5157.3,1656.65,2448.22,,,
2012-02-24,2395.51,5257.27,1671.42,2555.26,,,
2012-02-27,2418.72,5242.04,1677.14,2555.59,,,
2012-02-28,2419.23,5195.73,1685.45,2540.23,,,
2012-02-29,2385.91,5149.29,1664.8,2468.75,,,
2012-03-01,2390.87,5151.09,1673.46,2490.2,,,
2012-03-02,2434.38,5256.86,1698.35,2588.59,,,
2012-03-05,2445.39,5241.07,1683.89,2574.25,,,
2012-03-06,2412.73,5111.34,1668.06,2556.12,,,
2012-03-07,2404.89,5028.22,1657.61,2534.33,,,
2012-03-08,2433.21,5102.2,1675.28,2577.34,,,
2012-03-09,2458.97,5248.19,1699.53,2588.87,,,
2012-03-12,2456.69,5211.5,1698.32,2548.16,,,
2012-03-13,2489.01,5273.18,1712.67,2572.76,,,
2012-03-14,2416.61,5045.94,1646.28,2454.37,,,
2012-03-15,2402.8,4994.62,1622.27,2381.94,,,
2012-03-16,2441.76,5040.99,1654.81,2420.47,,,
2012-03-19,2482,5095.77,1666.73,2435.01,,,
2012-03-20,2429.62,5030.22,1653.57,2426.14,,,
2012-03-21,2413.53,5129.74,1653.27,2429.5,,,
2012-03-22,2389.99,5079.69,1648.05,2451.69,,,
2012-03-23,2350.93,4957.77,1619.54,2396.78,,,
2012-03-26,2365.99,4966.05,1613.7,2380.11,,,
2012-03-27,2362.06,4954.9,1609.6,2375.42,,,
2012-03-28,2279.31,4721.9,1554.25,2326.87,,,
2012-03-29,2249.06,4617.68,1536.63,2342.72,,,
2012-03-30,2243.94,4618.91,1538.35,2370.98,,,
2012-04-05,2282.21,4758.24,1570.12,2426.82,,,
2012-04-06,2310.53,4782.06,1573.48,2448.9,,,
2012-04-09,2287.73,4703.3,1558.97,2413.32,,,
2012-04-10,2287.28,4773.99,1575.34,2469.18,,,
2012-04-11,2289.07,4765.15,1575.67,2504.28,,,
2012-04-12,2342.24,4917.35,1599.42,2559.59,,,
2012-04-13,2356.55,4959.6,1610.03,2567.8,,,
2012-04-16,2347.31,4950.67,1612.19,2598.44,,,
2012-04-17,2337.04,4876.38,1596.44,2530.09,,,
2012-04-18,2378.03,5021.81,1622.81,2604.4,,,
2012-04-19,2378.18,5002.75,1621.89,2592.06,,,
2012-04-20,2386.63,5046.85,1629.1,2619.01,,,
2012-04-23,2351.51,5001.3,1614.58,2595.44,,,
2012-04-24,2347.06,5006.04,1602.38,2620.06,,,
2012-04-25,2345.48,5086.26,1615.63,2713.94,,,
2012-04-26,2353.17,5114.66,1613.52,2695.06,,,
2012-04-27,2312.78,5102.83,1611.35,2677.07,,,
2012-05-02,2363.35,5328.69,1638.62,2715.3,,,
2012-05-03,2376.06,5351.2,1639.54,2699.85,,,
2012-05-04,2431.52,5372.26,1646.21,2716.24,,,
2012-05-07,2453.45,5343.96,1679.73,2707.88,,,
2012-05-08,2447.48,5302.79,1681.61,2699.31,,,
2012-05-09,2415.45,5173.45,1657.17,2656.51,,,
2012-05-10,2426.57,5192.98,1661.4,2652.62,,,
2012-05-11,2412.29,5168.75,1655.62,2630.07,,,
2012-05-14,2384.77,5090.27,1659.9,2646.45,,,
2012-05-15,2387.4,5046.33,1652.91,2651.76,,,
2012-05-16,2352.28,4975.25,1636.41,2593.64,,,
2012-05-17,2373.18,5055.32,1658.21,2631.36,,,
2012-05-18,2327.36,4952.76,1651.51,2580.85,,,
2012-05-21,2357.17,5028.98,1642.86,2586.98,,,
2012-05-22,2383,5118.52,1655.56,2659.58,,,
2012-05-23,2366.87,5072.43,1650.43,2682.73,,,
2012-05-24,2350.98,5049.06,1629.9,2658.83,,,
2012-05-25,2336.79,4982.12,1619.83,2648.64,,,
2012-05-28,2332.92,5081.37,1635.61,2715.88,,,
2012-05-29,2372.81,5177.98,1652.65,2745.51,,,
2012-05-30,2355.93,5123.74,1660.1,2769.23,,,
2012-05-31,2383.65,5065.75,1659.89,2758.17,,,
2012-06-01,2384.7,5021.35,1658.2,2750.85,,,
2012-06-04,2290.66,4799.53,1624.07,2663.93,,,
2012-06-05,2275.85,4789.45,1645.33,2669.64,,,
2012-06-06,2276.46,4704.36,1647.82,2648.34,,,
2012-06-07,2273.36,4659.56,1648.12,2660.77,,,
2012-06-08,2275.46,4627.9,1651.2,2659.12,,,
2012-06-11,2318.13,4705.64,1681.33,2736.62,,,
2012-06-12,2285.29,4593.04,1663.49,2763.89,,,
2012-06-13,2316.64,4617.61,1712.27,2788.54,,,
2012-06-14,2278.12,4536.37,1715.32,2762.18,,,
2012-06-15,2274.91,4550.03,1726.5,2717.07,,,
2012-06-18,2273.64,4592.01,1739.24,2737.09,,,
2012-06-19,2249.21,4535.88,1721,2691.12,,,
2012-06-20,2249.86,4543.2,1711.43,2674.47,,,
2012-06-21,2199.87,4391.12,1699.61,2675.51,,,
2012-06-25,2118.01,4202.32,1686.24,2581.24,,,
2012-06-26,2119.46,4207.59,1675.36,2609.31,,,
2012-06-27,2136.35,4165.53,1673.41,2607.39,,,
2012-06-28,2115.41,4108.94,1660.63,2574.43,,,
2012-06-29,2133.51,4171.49,1671.17,2595.63,,,
2012-07-02,2147.66,4173.75,1687.5,2622.17,,,
2012-07-03,2146.03,4180.57,1674.6,2663.92,,,
2012-07-04,2155.17,4230.85,1669.37,2650.32,,,
2012-07-05,2088.71,4150.65,1654.25,2627.13,,,
2012-07-06,2121.49,4219.28,1679.23,2715.85,,,
2012-07-09,2095.85,4024.01,1665.62,2667.5,,,
2012-07-10,2082.1,3995.96,1660.6,2610.66,,,
2012-07-11,2078.7,4052.41,1661.26,2597.31,,,
2012-07-12,2126.51,4263.24,1664.74,2655.21,,,
2012-07-13,2122.59,4222.6,1657.12,2649.7,,,
2012-07-16,2068.15,4142.56,1616.62,2555.38,,,
2012-07-17,2080.18,4193.34,1623.19,2591.55,,,
2012-07-18,2088.82,4248.83,1640.58,2532.61,,,
2012-07-19,2104.38,4235.93,1645.45,2540.51,,,
2012-07-20,2067.59,4158.52,1637.91,2516.98,,,
2012-07-23,2038.49,4094.69,1629.41,2483.28,,,
2012-07-24,2048.95,4118.16,1629.77,2518.44,,,
2012-07-25,2043.44,4054.85,1618.18,2467.29,,,
2012-07-26,2035.49,4053.55,1607.91,2414.48,,,
2012-07-27,2035.81,4104.16,1595.09,2414.22,,,
2012-07-30,2011,4107.22,1571.64,2388.25,,,
2012-07-31,1954.23,4012.44,1555.17,2406.65,,,
2012-08-01,1980.35,4096.02,1573.21,2431.46,,,
2012-08-02,1934.6,4042.57,1571.46,2315.31,,,
2012-08-03,1991.2,4108.39,1595.6,2345.9,,,
2012-08-06,2027.59,4203.5,1613.09,2393.18,,,
2012-08-07,2042.14,4205.86,1609.21,2414.21,,,
2012-08-08,2034.26,4236.87,1600.86,2422.88,,,
2012-08-09,2072.07,4243.6,1612.68,2457.53,,,
2012-08-10,2092.58,4190.67,1624.61,2426.83,,,
2012-08-13,2041.4,4088.11,1601.69,2348.58,,,
2012-08-14,2090.88,4136.62,1611.53,2377.66,,,
2012-08-15,2061.71,4078.26,1597.29,2359.68,,,
2012-08-16,2023.83,4061.77,1593.21,2356.23,,,
2012-08-17,2036.82,4067.52,1588.59,2353.2,,,
2012-08-20,2031.97,4048.11,1590.71,2326.48,,,
2012-08-21,2044.2,4078.19,1609.57,2320.11,,,
2012-08-22,2036.03,4027.85,1613.67,2282.66,,,
2012-08-23,2043.5,4076.17,1616.72,2290.11,,,
2012-08-24,2023.38,3950.15,1592.2,2270.19,,,
2012-08-27,1991.69,3815.39,1569.81,2243.8,,,
2012-08-28,2045.37,3839.09,1572.61,2230.93,,,
2012-08-29,1991.51,3748.18,1560.9,2214.54,,,
2012-08-30,1969.48,3749.59,1541.64,2205.21,,,
2012-08-31,1990.45,3732.47,1544.42,2223.23,,,
2012-09-03,2005.28,3766.55,1556.56,2291.35,,,
2012-09-04,2016.6,3737.56,1541.82,2260.18,,,
2012-09-05,2006.7,3683.39,1558.44,2287.4,,,
2012-09-06,2026.56,3723.3,1570.59,2297.62,,,
2012-09-07,2103,3972.74,1615.05,2376.56,,,
2012-09-10,2168.37,4012.97,1613.96,2384.76,,,
2012-09-11,2145.49,3968.05,1598.54,2359.21,,,
2012-09-12,2155.97,4024.64,1598.76,2369.31,,,
2012-09-13,2141.91,3953.49,1580.36,2340.88,,,
2012-09-14,2143.22,4023.82,1576.91,2338.94,,,
2012-09-17,2081.58,3888.21,1540.78,2248.93,,,
2012-09-18,2072.55,3800.62,1533.74,2243.49,,,
2012-09-19,2076.12,3840.92,1539.73,2253.63,,,
2012-09-20,2028.22,3701.72,1496.58,2192.32,,,
2012-09-21,2036.12,3748.78,1499.7,2194.97,,,
2012-09-24,2063.98,3833.29,1499.68,2214.72,,,
2012-09-25,2060.07,3808.6,1492.94,2214.3,,,
2012-09-26,2032.39,3777.01,1468.09,2177.2,,,
2012-09-27,2069.96,3949.89,1497.9,2239.53,,,
2012-09-28,2091.04,4015.91,1524.09,2295.9,,,
2012-10-08,2135.29,3947.41,1520.74,2260.47,,,
2012-10-09,2171.98,4037.87,1553.28,2317.86,,,
2012-10-10,2210.4,4057.6,1556.23,2335.56,,,
2012-10-11,2222.49,3980.21,1540.87,2305.06,,,
2012-10-12,2254.39,4009.72,1538.64,2308.48,,,
2012-10-15,2233.97,3955.86,1536.72,2295.01,,,
2012-10-16,2243.44,3951.62,1533.49,2299.21,,,
2012-10-17,2277.23,3959.93,1534.95,2293.66,,,
2012-10-18,2302.06,4039.05,1557.29,2376.66,,,
2012-10-19,2269.42,4016.46,1551.89,2376.37,,,
2012-10-22,2298.48,4045.38,1563.13,2404.24,,,
2012-10-23,2262.29,3976.49,1554.92,2393.93,,,
2012-10-24,2251.28,3944.56,1575.64,2388.16,,,
2012-10-25,2237.14,3877.43,1568.17,2353.2,,,
2012-10-26,2194.63,3796,1556.87,2309.74,,,
2012-10-29,2203.23,3775.98,1544.82,2313.02,,,
2012-10-30,2187.14,3795.97,1538.58,2342.06,,,
2012-10-31,2220.12,3835.77,1550.13,2350.61,,,
2012-11-01,2270.09,3894.39,1567.46,2437.31,,,
2012-11-02,2276.95,3897.81,1572.48,2488.52,,,
2012-11-05,2265.37,3951.6,1573.14,2467.15,,,
2012-11-06,2237.94,3903.65,1576.14,2441.79,,,
2012-11-07,2223.79,3901.54,1569.29,2419.58,,,
2012-11-08,2162.03,3765.25,1541.06,2385.11,,,
2012-11-09,2177.95,3762.91,1540.66,2381.98,,,
2012-11-12,2187.69,3789.96,1558.15,2435.09,,,
2012-11-13,2150.35,3712,1536.06,2357.2,,,
2012-11-14,2148.17,3733.05,1539.12,2343.69,,,
2012-11-15,2125.35,3644.14,1522.17,2314.52,,,
2012-11-16,2101.67,3582.98,1515.48,2318.86,,,
2012-11-19,2123.36,3606.05,1521.65,2317.09,,,
2012-11-20,2104.92,3570.46,1525.05,2325.93,,,
2012-11-21,2146.86,3642.65,1534.59,2371.89,,,
2012-11-22,2121.78,3598.05,1522.79,2352.2,,,
2012-11-23,2137.41,3621.53,1528.57,2363.42,,,
2012-11-26,2118.69,3572.54,1517.71,2347.21,,,
2012-11-27,2057.34,3497.93,1480.93,2297.97,,,
2012-11-28,2022.33,3473.32,1457.19,2240.47,,,
2012-11-29,2001.32,3435.93,1446.27,2235.17,,,
2012-11-30,2039.49,3464.68,1466.56,2313.3,,,
2012-12-03,2022.76,3324.71,1443.6,2315.67,,,
2012-12-04,2056.25,3361.9,1465.76,2343.77,,,
2012-12-05,2119.08,3501.99,1509.12,2415.37,,,
2012-12-06,2127.46,3479.25,1506.05,2434.7,,,
2012-12-07,2171.91,3592.02,1527.04,2453.28,,,
2012-12-10,2174.48,3634.76,1539.81,2483.75,,,
2012-12-11,2151.84,3658.47,1529.9,2469.82,,,
2012-12-12,2158.46,3635.89,1531.37,2473.49,,,
2012-12-13,2115.29,3581.77,1516.08,2478.42,,,
2012-12-14,2186.83,3753.81,1566.7,2584.73,,,
2012-12-17,2202.24,3864,1559.75,2569.99,,,
2012-12-18,2184,3855.06,1553.53,2520.98,,,
2012-12-19,2202.05,3892.14,1560.4,2530,,,
2012-12-20,2217.7,3918.63,1570.09,2553.01,,,
2012-12-21,2215.44,3917.2,1566.4,2526.97,,,
2012-12-24,2253.31,3914.42,1572.97,2547.59,,,
2012-12-25,2284.85,4033.55,1605.23,2662.43,,,
2012-12-26,2304.71,4041.92,1618.87,2704.19,,,
2012-12-27,2288.97,4027.64,1620.03,2683.8,,,
2012-12-28,2279.54,4065.49,1631.42,2745.84,,,
2012-12-31,2313.15,4113.85,1653.61,2807.1,,,
2013-01-04,2299.97,4085.3,1641.25,2827.05,,,
2013-01-07,2304.03,4113.55,1650.1,2815.3,,,
2013-01-08,2332.92,4075.46,1658.67,2806.29,,,
2013-01-09,2349.97,4199.46,1655.95,2802.26,,,
2013-01-10,2362.03,4166.2,1659.12,2831.38,,,
2013-01-11,2316.97,4046.25,1626.27,2742.34,,,
2013-01-14,2386.91,4163.58,1673.12,2823.65,,,
2013-01-15,2424.49,4208.49,1703.71,2830.05,,,
2013-01-16,2438.11,4218.81,1694.15,2787.45,,,
2013-01-17,2398.76,4155.63,1698.44,2778.55,,,
2013-01-18,2425.48,4242.91,1735.5,2861.96,,,
2013-01-21,2431.27,4355.73,1742.65,2893.42,,,
2013-01-22,2428.28,4270.91,1708.36,2878.01,,,
2013-01-23,2432.83,4232.6,1707.48,2883.75,,,
2013-01-24,2413.84,4107.63,1681.58,2848.68,,,
2013-01-25,2391.62,4086.91,1685.55,2799.96,,,
2013-01-28,2455.45,4194.5,1711.93,2895.93,,,
2013-01-29,2448.92,4267.18,1720.99,2912.92,,,
2013-01-30,2461.93,4286.84,1717.8,2981.91,,,
2013-01-31,2461.53,4309.26,1747.26,2864.87,,,
2013-02-01,2493.07,4335.36,1760.21,2871.68,,,
2013-02-04,2480.38,4493.13,1746.67,2855.86,,,
2013-02-05,2428.3,4538.33,1760.94,2936.52,,,
2013-02-06,2429.05,4486.85,1758.32,2902.32,,,
2013-02-07,2481.73,4439.26,1766.67,2885.9,,,
2013-02-08,2512.95,4455.37,1781.47,2909.19,,,
2013-02-18,2521.36,4378.39,1794.87,2884.96,,,
2013-02-19,2511.44,4218.68,1765.54,2774.88,,,
2013-02-20,2536.45,4266.58,1808.79,2813.76,,,
2013-02-21,2489.76,4072.29,1779.66,2763.65,,,
2013-02-22,2497.54,4055.11,1770.16,2763.76,,,
2013-02-25,2520.13,4056.8,1813.67,2738.3,,,
2013-02-26,2501.36,3965.56,1782.45,2691.07,,,
2013-02-27,2519.61,4013.57,1781.85,2759.93,,,
2013-02-28,2578.88,4125.07,1814.96,2850.57,,,
2013-03-01,2626.6,4080.21,1849.21,2841.32,,,
2013-03-04,2582.82,3837.2,1830.74,2596.23,,,
2013-03-05,2633.36,3881.15,1864.02,2607.89,,,
2013-03-06,2643.2,3893.56,1889.62,2628.9,,,
2013-03-07,2618.07,3965.22,1862.49,2644.4,,,
2013-03-08,2628.78,3932.15,1849.96,2612.88,,,
2013-03-11,2637.07,3881.59,1852.98,2636.78,,,
2013-03-12,2618.39,3827.01,1832.66,2623.36,,,
2013-03-13,2603.79,3828.03,1805.35,2574.65,,,
2013-03-14,2629.56,3865.76,1808.35,2572.09,,,
2013-03-15,2660.78,3826.88,1817.51,2531.25,,,
2013-03-18,2582.94,3745.77,1826.18,2533.44,,,
2013-03-19,2605.86,3776.12,1845.6,2598.89,,,
2013-03-20,2648.16,3866.59,1881.06,2666.69,,,
2013-03-21,2677.91,3867.46,1913.27,2647.83,,,
2013-03-22,2746.22,3871.13,1913.99,2664.62,,,
2013-03-25,2763.25,3861.04,1917.92,2678.91,,,
2013-03-26,2684.4,3779.26,1886.13,2673.74,,,
2013-03-27,2725.66,3774.44,1891.9,2687.51,,,
2013-03-28,2687.35,3696.84,1853.73,2596.81,,,
2013-03-29,2688.83,3679.59,1850.11,2591.37,,,
2013-04-01,2691.31,3685.41,1870.25,2633.04,,,
2013-04-02,2640.84,3682.95,1853.15,2663.88,,,
2013-04-03,2609.95,3672.37,1830.77,2632.4,,,
2013-04-08,2608.25,3594.39,1832.2,2599.02,,,
2013-04-09,2569.32,3625.92,1842.47,2638.82,,,
2013-04-10,2560.26,3676.31,1825.27,2638.41,,,
2013-04-11,2568.66,3621.75,1826.26,2630.39,,,
2013-04-12,2527.97,3591.44,1807.47,2620.39,,,
2013-04-15,2484.45,3490.18,1782.67,2633.85,,,
2013-04-16,2486.7,3502.54,1788.78,2730.92,,,
2013-04-17,2475.98,3489.65,1790.97,2735.44,,,
2013-04-18,2476.06,3490.21,1804.75,2735.91,,,
2013-04-19,2547.69,3579.52,1844.5,2777.29,,,
2013-04-22,2533.11,3566.57,1847.96,2735.23,,,
2013-04-23,2455.79,3457.08,1801.81,2640.77,,,
2013-04-24,2488.72,3504.86,1831.07,2671.47,,,
2013-04-25,2472.46,3462.76,1802.41,2617.08,,,
2013-04-26,2433.79,3413.08,1770.94,2606.73,,,
2013-05-02,2407.79,3323.64,1790.3,2645.05,,,
2013-05-03,2466.93,3346.91,1823.63,2683.8,,,
2013-05-06,2493.02,3400.73,1847.36,2697.08,,,
2013-05-07,2521.94,3443.09,1873.94,2726.29,,,
2013-05-08,2535.78,3431.21,1877.9,2737.69,,,
2013-05-09,2521.77,3349.72,1883.71,2697.81,,,
2013-05-10,2548.28,3398.62,1895.68,2730.74,,,
2013-05-13,2536.86,3378.91,1898.15,2712.24,,,
2013-05-14,2494.71,3323.32,1878.49,2674.13,,,
2013-05-15,2491.65,3313.28,1900.46,2686.88,,,
2013-05-16,2519.94,3359.86,1916.57,2776.23,,,
2013-05-17,2559.48,3501.42,1942.65,2853.22,,,
2013-05-20,2599.01,3482.4,1963.03,2845.55,,,
2013-05-21,2590.6,3499.74,1985.27,2873.81,,,
2013-05-22,2572.44,3495.65,1939.54,2894.72,,,
2013-05-23,2548.61,3422.48,1914.2,2866.19,,,
2013-05-24,2603.2,3434.29,1926.36,2870.95,,,
2013-05-27,2635.01,3397.55,1950.95,2867.58,,,
2013-05-28,2658.73,3469.87,1961.51,2965.36,,,
2013-05-29,2673.27,3444.24,1975.35,2979.13,,,
2013-05-30,2648.59,3438.4,1970.37,2970.2,,,
2013-05-31,2669.23,3411.6,1967.59,2911.2,,,
2013-06-03,2643.96,3434.42,1951.04,2926.49,,,
2013-06-04,2640.55,3366.42,1923.16,2884.21,,,
2013-06-05,2641.47,3364.49,1930.83,2886.14,,,
2013-06-06,2599.53,3350.25,1901.92,2816.12,,,
2013-06-07,2577.7,3278.84,1874.75,2751.68,,,
2013-06-13,2506.82,3140.92,1817.82,2638.16,,,
2013-06-14,2511.64,3132.45,1843.04,2664.94,,,
2013-06-17,2514.09,3097.72,1837.95,2633.27,,,
2013-06-18,2553.98,3077.05,1843.48,2662.61,,,
2013-06-19,2542.53,3074,1819.29,2636.57,,,
2013-06-20,2465.68,2950.97,1765.27,2567.16,,,
2013-06-21,2462.74,2913.94,1761.38,2556.06,,,
2013-06-24,2364.9,2709.2,1660,2354.51,,,
2013-06-25,2302.1,2664.33,1670.26,2313.55,,,
2013-06-26,2342.35,2627.19,1698.03,2341.8,,,
2013-06-27,2356.55,2581.16,1695.49,2353.66,,,
2013-06-28,2371.6,2614.28,1696.18,2449.88,,,
2013-07-01,2418.82,2599.97,1724.88,2461.68,,,
2013-07-02,2418.71,2589.33,1744.01,2454.93,,,
2013-07-03,2380.14,2571.68,1733.29,2406.27,,,
2013-07-04,2358.05,2642.77,1730.19,2467.66,,,
2013-07-05,2290.62,2622.47,1719.26,2527.2,,,
2013-07-08,2178.11,2459.6,1656.81,2474.95,,,
2013-07-09,2156.79,2486.6,1667.51,2434.75,,,
2013-07-10,2250.48,2588.24,1712.23,2548.75,,,
2013-07-11,2307.8,2692.49,1763.07,2654.46,,,
2013-07-12,2268.29,2604.53,1753.16,2598.35,,,
2013-07-15,2242.03,2617.98,1783.37,2621,,,
2013-07-16,2253.29,2619.07,1786.61,2623.21,,,
2013-07-17,2215.42,2626.8,1757.07,2628.35,,,
2013-07-18,2195.63,2562.79,1741.02,2586.3,,,
2013-07-19,2108.96,2491.85,1705.41,2472.88,,,
2013-07-22,2112.9,2499.46,1745.88,2472.86,,,
2013-07-23,2128.73,2565.2,1779.42,2549.63,,,
2013-07-24,2122.15,2526.1,1798.92,2509.45,,,
2013-07-25,2112.02,2538.95,1759.1,2499.13,,,
2013-07-26,2103.21,2508.14,1768.47,2487.16,,,
2013-07-29,2027.28,2462.87,1727.07,2420.25,,,
2013-07-30,2045.71,2485.02,1728.38,2453.9,,,
2013-07-31,2054.04,2501.85,1743.49,2506.62,,,
2013-08-01,2108.19,2564.63,1791.92,2562.59,,,
2013-08-02,2098.04,2597.73,1783.75,2605.97,,,
2013-08-05,2104.93,2630.37,1802.4,2625.65,,,
2013-08-06,2167.35,2648.82,1826.73,2622.13,,,
2013-08-07,2156.57,2651.85,1802.43,2644.52,,,
2013-08-08,2149.07,2629.77,1797.59,2621.12,,,
2013-08-09,2183.57,2675.29,1792.3,2625.31,,,
2013-08-12,2247.03,2881.29,1824.4,2698.03,,,
2013-08-13,2242.83,2863.39,1832.13,2714.54,,,
2013-08-14,2226.98,2849.07,1811.25,2707.99,,,
2013-08-15,2185.75,2802.7,1791.27,2665.39,,,
2013-08-16,2169.04,2774.12,1774.94,2643.98,,,
2013-08-19,2192.96,2798.35,1788.29,2661.05,,,
2013-08-20,2171.57,2743.24,1777.65,2622.84,,,
2013-08-21,2164.87,2776.88,1784.12,2605.67,,,
2013-08-22,2136.03,2748.68,1770.09,2598.92,,,
2013-08-23,2134.11,2716.86,1759.97,2592.59,,,
2013-08-26,2165.46,2782.59,1787.9,2648.19,,,
2013-08-27,2166.69,2789.83,1790.67,2665.34,,,
2013-08-28,2155.31,2836.71,1770.49,2647.46,,,
2013-08-29,2152.04,2775.26,1765.21,2665.6,,,
2013-08-30,2130.55,2733.41,1756.35,2679.66,,,
2013-09-02,2119.57,2763.9,1771.33,2626.05,,,
2013-09-03,2144.56,2801.97,1787.91,2704.54,,,
2013-09-04,2176.34,2815.8,1781.46,2695.83,,,
2013-09-05,2170.74,2772.68,1774.63,2689.24,,,
2013-09-06,2214.16,2782.94,1784.11,2698.08,,,
2013-09-09,2234.84,2842.92,1806.83,2772.47,,,
2013-09-10,2277.28,2918.1,1839.25,2822.34,,,
2013-09-11,2283.34,2964.98,1833.34,2831.81,,,
2013-09-12,2280.59,2939.3,1832.16,2833.63,,,
2013-09-13,2269.24,2878.04,1825.89,2827.97,,,
2013-09-16,2266.79,2853.41,1823.5,2800.77,,,
2013-09-17,2253.2,2777.88,1801.56,2710.68,,,
2013-09-18,2239.25,2790.35,1809.27,2732.98,,,
2013-09-23,2258.81,2828.07,1835.32,2770.22,,,
2013-09-24,2247.38,2782.4,1825.34,2759.93,,,
2013-09-25,2200.94,2774.58,1799.73,2736.27,,,
2013-09-26,2196.88,2719.67,1768.28,2657.2,,,
2013-09-27,2177.73,2752.01,1769.45,2640.45,,,
2013-09-30,2177.17,2756.18,1787.89,2664.35,,,
2013-10-08,2262.93,2767.63,1829.21,2750.84,,,
2013-10-09,2282.34,2756.24,1847.9,2748.86,,,
2013-10-10,2273.47,2728.76,1826.25,2757.07,,,
2013-10-11,2373.59,2765.99,1859.57,2791.74,,,
2013-10-14,2394.41,2800.6,1893.14,2768.31,,,
2013-10-15,2388.49,2789.55,1909.02,2774.74,,,
2013-10-16,2384.83,2724.38,1887.24,2692.66,,,
2013-10-17,2363.33,2781.47,1910.32,2683.55,,,
2013-10-18,2342.01,2763.93,1901.09,2697.47,,,
2013-10-21,2397.83,2800.76,1953.5,2727.56,,,
2013-10-22,2361.66,2830.36,1946.21,2703.87,,,
2013-10-23,2347.11,2808.94,1919.21,2671.55,,,
2013-10-24,2307.55,2732.96,1888.68,2648.83,,,
2013-10-25,2319.37,2686.71,1878.84,2612.25,,,
2013-10-28,2371.88,2626,1878.49,2589.82,,,
2013-10-29,2401.56,2582.74,1873.09,2547.59,,,
2013-10-30,2440.57,2620.63,1928.76,2585.86,,,
2013-10-31,2414.22,2600.89,1889.64,2606.38,,,
2013-11-01,2311.73,2616.73,1868.96,2622.46,,,
2013-11-04,2354.18,2608.79,1894.85,2613.98,,,
2013-11-05,2391.54,2608.59,1916.38,2629.13,,,
2013-11-06,2472.72,2619.65,1902.13,2591.76,,,
2013-11-07,2471.42,2626.64,1899.1,2576.86,,,
2013-11-08,2434.19,2573.42,1876.27,2558.25,,,
